Borough Name,Job Type,BIN Number,Date,Estimated Job Cost,Latitude Point,Longitude Point,House Number,Street Name
Manhattan,A2,1001015,5/23/2017,75000,40.70708084,-74.00779724,78,MAIDEN LANE
Bronx,A2,2096700,5/23/2017,125634,40.84025955,-73.86100769,1970,E. TREMONT AVENUE
Brooklyn,A2,3023891,5/23/2017,151550,40.66719055,-73.99403381,65,  16 STREET
Queens,A1,4254693,5/23/2017,166142,40.67340088,-73.81291962,117-67,125 STREET
Queens,A2,4450395,5/23/2017,195000,40.73511124,-73.82292938,144-55,MELBOURNE AVENUE
Queens,A2,4450396,5/23/2017,204000,40.73511124,-73.82292938,144-60,GRAVETT ROAD
Bronx,A2,2014962,5/23/2017,272400,40.86206818,-73.90886688,2290,SEDGWICK AVENUE
Bronx,A2,2096686,5/23/2017,290463,40.83610916,-73.8589325,1490,EAST AVENUE
Manhattan,A2,1052273,5/23/2017,309350,40.79887009,-73.94293213,106,EAST 116 STREET
Bronx,A2,2096720,5/23/2017,316950,40.8386116,-73.85652161,1516,UNIONPORT ROAD
Bronx,A2,2096723,5/23/2017,403940,40.8386116,-73.85652161,2055,ST RAYMOND AVENUE
Manhattan,A2,1026869,5/23/2017,413575,40.76760101,-73.98652649,863,9 AVENUE
Bronx,A2,2096669,5/23/2017,460313,40.83610916,-73.8589325,1935,MC GRAW AVENUE
Bronx,A2,2096651,5/23/2017,506403,40.83610916,-73.8589325,1551,UNIONPORT ROAD
Bronx,A2,2096668,5/23/2017,509491,40.83610916,-73.8589325,1949,MCGRAW AVENUE
Bronx,A2,2096722,5/23/2017,565500,40.8386116,-73.85652161,2051,ST RAYMOND AVENUE
Brooklyn,A2,3088276,5/23/2017,1110000,40.67607117,-73.89058685,2794,ATLANTIC AVENUE
Bronx,A2,2046022,5/24/2017,2500,40.84426117,-73.83167267,2954,DANIEL STREET
Manhattan,A2,1047699,5/24/2017,5000,40.77912903,-73.95751953,1009,PARK AVENUE
Manhattan,A2,1018902,5/24/2017,86237,40.74748993,-73.97928619,264,LEXINGTON AVENUE
Brooklyn,A2,3025610,5/24/2017,121700,40.6684494,-73.97911072,491,6 STREET
Manhattan,A2,1001025,5/24/2017,200490,40.70763016,-74.01077271,8,WALL STREET
Manhattan,A2,1042124,5/24/2017,2687255,40.76572037,-73.9672699,593,PARK AVENUE
Manhattan,A2,1016048,5/25/2017,27216,40.75231171,-73.9826889,6,WEST 40 STREET
Queens,A2,4437362,5/25/2017,50645,40.7300415,-73.84776306,66-05, 108 STREET
Manhattan,A2,1009961,5/25/2017,84000,40.73184967,-74.00450134,53,BARROW STREET
Brooklyn,A2,3001479,5/25/2017,200000,40.701931,-73.99385834,17,COLUMBIA HEIGHTS
Brooklyn,A2,3378528,5/25/2017,200000,40.70174026,-73.99506378,56,COLUMBIA HEIGHTS
Bronx,A2,2026994,5/25/2017,327690,40.83163834,-73.84600067,2346,POWELL AVENUE
Queens,A2,4451489,5/25/2017,425000,40.72845078,-73.81674194,150-20,  71 AVENUE
Queens,A2,4451490,5/25/2017,425000,40.72845078,-73.81674194,150-30,  71 AVENUE
Queens,A2,4451491,5/25/2017,425000,40.72845078,-73.81674194,150-40,  71 AVENUE
Queens,A2,4451492,5/25/2017,425000,40.72845078,-73.81674194,150-11,  72 ROAD
Queens,A2,4451493,5/25/2017,425000,40.72845078,-73.81674194,150-15,  72 ROAD
Queens,A2,4451494,5/25/2017,425000,40.72845078,-73.81674194,150-25,  72 ROAD
Queens,A2,4451495,5/25/2017,425000,40.72845078,-73.81674194,150-29,  72 ROAD
Queens,A2,4451496,5/25/2017,425000,40.72845078,-73.81674194,150-10,  71 AVENUE
Brooklyn,A2,3335922,5/25/2017,600000,40.70174026,-73.99506378,18,COLUMBIA HEIGHTS
Brooklyn,A1,3062068,5/25/2017,2957535,40.71892929,-73.96060181,81,NORTH    6 STREET
Staten Island,A2,5045612,5/26/2017,11000,40.60000992,-74.0641098,141,LILY POND AVENUE
Manhattan,A2,1047504,5/26/2017,55400,40.77621078,-73.95915985,107,EAST 80 STREET
Manhattan,A2,1015200,5/26/2017,100000,40.74980927,-73.98853302,108,WEST 34 STREET
Brooklyn,A2,3068443,5/26/2017,149148,40.71614075,-73.94497681,381,GRAHAM AVENUE
Manhattan,A2,1044897,5/26/2017,183000,40.76948166,-73.95747375,301,EAST 73 STREET
Manhattan,A2,1008380,5/26/2017,195250,40.72861862,-74.00359344,180,WEST HOUSTON STREET
Queens,A2,4018231,5/26/2017,458200,40.77730942,-73.91455078,22-37,26 STREET
Brooklyn,A2,3107245,5/28/2017,146250,40.65970993,-73.93752289,755,FENIMORE STREET
Brooklyn,A3,3049938,5/29/2017,19000,40.68957901,-73.95070648,598,LAFAYETTE AVENUE
Bronx,A2,2017986,5/29/2017,21000,40.87424088,-73.88062286,3145,ROCHAMBEAU AVENUE
Brooklyn,A2,3064568,5/30/2017,120000,40.73133087,-73.95527649,142,JAVA STREET
Bronx,A2,2096625,5/30/2017,242883,40.83766937,-73.86199188,1439,METROPOLITAN AVENUE
Bronx,A2,2096608,5/30/2017,254716,40.83766937,-73.86199188,1563,UNIONPORT ROAD
Bronx,A2,2096749,5/30/2017,289300,40.8386116,-73.85652161,1530,METROPOLITAN AVENUE
Bronx,A2,2096725,5/30/2017,382750,40.8386116,-73.85652161,2061,ST RAYMOND AVENUE
Bronx,A2,2096750,5/30/2017,396850,40.8386116,-73.85652161,1508,METROPOLITAN AVENUE
Bronx,A2,2096731,5/30/2017,428300,40.8386116,-73.85652161,1565,ODELL STREET
Bronx,A2,2096659,5/30/2017,441901,40.83610916,-73.8589325,2001,MC GRAW AVENUE
Bronx,A2,2096713,5/30/2017,710530,40.8386116,-73.85652161,28,METROPOLITAN OVAL
Queens,A2,4231783,5/31/2017,40500,40.70988083,-73.76590729,193-02,99 AVENUE
Brooklyn,A2,3001294,5/31/2017,44000,40.68667984,-73.99004364,85,BERGEN STREET
Brooklyn,A2,3398440,5/31/2017,110955,40.69329834,-73.97968292,218,MYRTLE AVENUE
Manhattan,A3,1018475,5/31/2017,120000,40.74517059,-73.98029327,201,LEXINGTON AVENUE
Manhattan,A3,1018474,5/31/2017,140000,40.74541092,-73.9801178,207,LEXINGTON AVENUE
Manhattan,A2,1048566,5/31/2017,414000,40.77487946,-73.95424652,1561,2 AVENUE
Manhattan,A2,1031113,5/31/2017,428500,40.78440094,-73.98280334,60,RIVERSIDE DRIVE
Bronx,A2,2008339,5/31/2017,900000,40.84463882,-73.91491699,1581,JEROME AVENUE
Manhattan,A2,1031139,5/31/2017,1132990,40.78287125,-73.97257996,15,WEST 81 STREET
Manhattan,A2,1010232,6/1/2017,25250,40.73331833,-74.00222778,80,GROVE STREET
Bronx,A2,2044129,6/1/2017,35000,40.84402847,-73.84638214,1487,WILLIAMSBRIDGE ROAD
Bronx,A2,2083739,6/1/2017,96000,40.88388062,-73.90467072,3424,TIBBETT AVENUE
Queens,A1,4295683,6/1/2017,175400,40.65578842,-73.83544159,161-18,97 STREET
Manhattan,A2,1045282,6/1/2017,307025,40.76076126,-73.96022797,407,EAST 61 STREET
Manhattan,A2,1015426,6/1/2017,750000,40.73880005,-73.99343109,18,WEST 18 STREET
Manhattan,A2,1067886,6/2/2017,85000,40.73516083,-74.00927734,362,WEST   11 STREET
Manhattan,A2,1019596,6/2/2017,123860,40.7356987,-73.98388672,222,EAST 19 STREET
Manhattan,A2,1010925,6/2/2017,190500,40.73587036,-74.002388,29,PERRY STREET
Bronx,A2,2096606,6/2/2017,209281,40.83766937,-73.86199188,97,METROPOLITAN OVAL
Bronx,A2,2097005,6/2/2017,320985,40.83766937,-73.86199188,1919,MC GRAW AVENUE
Bronx,A2,2090350,6/2/2017,492434,40.83409119,-73.86139679,1920,MC GRAW AVENUE
Manhattan,A2,1058659,6/2/2017,2286900,40.80968857,-73.94893646,213,WEST 125 STREET
Manhattan,A2,1013204,6/5/2017,20000,40.7437706,-74.00205231,349,WEST 19 STREET
Manhattan,A2,1080699,6/5/2017,137000,40.74454117,-73.98848724,1158,BROADWAY
Brooklyn,A2,3155407,6/5/2017,148000,40.61809921,-74.03690338,9430,RIDGE BOULEVARD
Manhattan,A2,1015540,6/5/2017,260575,40.7412796,-73.99159241,20,WEST 22 STREET
Brooklyn,A2,3338417,6/6/2017,10000,40.70674133,-73.94278717,150,GRAHAM AVENUE
Bronx,A2,2005759,6/6/2017,20000,40.82070923,-73.89330292,923,SIMPSON STREET
Brooklyn,A3,3076115,6/6/2017,30000,40.69472122,-73.9187088,335,CENTRAL AVENUE
Manhattan,A2,1043968,6/6/2017,68723,40.76948929,-73.95926666,225,EAST 72 STREET
Manhattan,A2,1082547,6/6/2017,200000,40.7310791,-73.99555969,2,UNIVERSITY PLACE
Manhattan,A2,1079768,6/6/2017,250000,40.82250977,-73.93792725,2537,   7 AVENUE
Manhattan,A3,1079195,6/7/2017,40000,40.79732132,-73.94355011,1810,LEXINGTON AVENUE
Brooklyn,A2,3066410,6/7/2017,59000,40.7268486,-73.94590759,731,HUMBOLDT STREET
Manhattan,A2,1063343,6/7/2017,80000,40.83877945,-73.94542694,920,RIVERSIDE DRIVE
Brooklyn,A2,3075187,6/7/2017,266000,40.70249939,-73.91590118,205,WYCKOFF AVENUE
Queens,A2,4262532,6/7/2017,404128,40.66904068,-73.79823303,133-05, 140 STREET
Manhattan,A2,1033312,6/7/2017,970000,40.7910881,-73.97572327,608,WEST END AVENUE
Manhattan,A2,1049915,6/8/2017,15000,40.77500916,-73.95237732,327,EAST 82 STREET
Queens,A2,4231784,6/8/2017,36720,40.7098999,-73.76582336,193-04,99 AVENUE
Manhattan,A2,1035445,6/8/2017,67000,40.7571907,-73.97638702,424,MADISON AVENUE
Brooklyn,A2,3001936,6/8/2017,79781,40.69554901,-73.99211121,40,CLINTON STREET
Manhattan,A2,1030835,6/8/2017,94325,40.78181839,-73.98265076,320,WEST END AVENUE
Manhattan,A2,1034050,6/12/2017,42500,40.79124832,-73.97650909,607,WEST END AVENUE
Manhattan,A2,1046858,6/12/2017,52110,40.78160095,-73.95906067,12,EAST 87 STREET
Brooklyn,A2,3398578,6/12/2017,61000,40.68003082,-74.01056671,133,IMLAY STREET
Manhattan,A2,1012896,6/12/2017,62700,40.75592041,-73.99698639,438,WEST   37 STREET
Manhattan,A2,1048658,6/12/2017,105080,40.77563095,-73.95374298,1587,2 AVENUE
Queens,A2,4054096,6/12/2017,120000,40.73587036,-73.9016037,50-39,64 STREET
Manhattan,A2,1087767,6/12/2017,1171470,40.74401093,-73.99240112,735,   6 AVENUE
Manhattan,A2,1013604,6/13/2017,218250,40.75466919,-73.99403381,336,WEST 37 STREET
Manhattan,A2,1041667,6/13/2017,3330000,40.77368927,-73.96450806,14,EAST 75 STREET
Brooklyn,A3,3055571,6/14/2017,19000,40.6883812,-73.96235657,328,LAFAYETTE AVENUE
Brooklyn,A3,3070356,6/14/2017,19000,40.71417999,-73.94098663,223,DEVOE STREET
Manhattan,A2,1015409,6/14/2017,144925,40.73920059,-73.99437714,44,WEST 18 STREET
Manhattan,A2,1087081,6/15/2017,7550,40.72172928,-73.99810028,204,LAFAYETTE STREET
Brooklyn,A2,3024512,6/15/2017,70000,40.67451859,-73.97260284,40,   8 AVENUE
Manhattan,A2,1043991,6/15/2017,103280,40.77006912,-73.95867157,223,EAST 73 STREET
Brooklyn,A2,3023891,6/15/2017,151550,40.66719055,-73.99403381,65,  16 STREET
Brooklyn,A2,3091098,6/15/2017,600560,40.68889999,-73.87169647,58,AUTUMN AVENUE
Brooklyn,A2,3246399,6/15/2017,776985,40.58095932,-73.9447937,7,HASTINGS STREET
Manhattan,A2,1015898,6/16/2017,65100,40.74943924,-73.98428345,372,5 AVENUE
Queens,A2,4030805,6/16/2017,135000,40.74446106,-73.9121933,41-45,52 STREET
Queens,A2,4114712,6/16/2017,135000,40.75891113,-73.8216629,143-45,SANFORD AVENUE
Brooklyn,A2,3035244,6/16/2017,140000,40.66167068,-73.95790863,94,LEFFERTS AVENUE
Brooklyn,A2,3124705,6/16/2017,140000,40.64402008,-73.97489166,230,OCEAN PARKWAY
Queens,A2,4001141,6/16/2017,140000,40.74475098,-73.91487122,41-46,50 STREET
Queens,A2,4004702,6/16/2017,140000,40.75545883,-73.93582153,38-01,  25 STREET
Manhattan,A2,1020165,6/16/2017,143000,40.74575043,-73.97670746,220,EAST 35 STREET
Queens,A1,4110736,6/16/2017,150000,40.77098083,-73.802948,161-10,  29 AVENUE
Manhattan,A2,1010653,6/16/2017,299620,40.73698044,-73.99756622,101,WEST 13 STREET
Queens,A2,4034860,6/16/2017,335000,40.75741959,-73.8755722,32-40,93 STREET
Queens,A2,4034861,6/16/2017,351000,40.75714874,-73.87552643,32-50,93 STREET
Queens,A2,4112263,6/16/2017,594000,40.7593689,-73.83428192,37-33,COLLEGE POINT BOULEVARD
Brooklyn,A2,3126837,6/17/2017,71000,40.63679123,-73.97221375,477,OCEAN PARKWAY
Manhattan,A2,1006823,6/19/2017,12500,40.7304306,-73.98780823,121,EAST 10 STREET
Manhattan,A2,1055694,6/19/2017,24650,40.79935837,-73.95947266,477,CENTRAL PARK WEST
Manhattan,A2,1010542,6/19/2017,55300,40.73566055,-73.99961853,126,WEST 11 STREET
Manhattan,A2,1039641,6/19/2017,99525,40.75476074,-73.96750641,317,EAST 50 STREET
Manhattan,A2,1090188,6/19/2017,150000,40.74081039,-73.99672699,155,WEST   18 STREET
Queens,A2,4434659,6/19/2017,150000,40.72874069,-73.73918915,89-39, 221 PLACE
Manhattan,A2,1043160,6/19/2017,296500,40.77331924,-73.96172333,827,PARK AVENUE
Queens,A2,4077915,6/19/2017,306000,40.71966934,-73.8441391,71-18,AUSTIN STREET
Bronx,A2,2013279,6/19/2017,1708900,40.8413887,-73.87949371,2057,BOSTON ROAD
Brooklyn,A2,3336335,6/20/2017,35000,40.62606049,-74.0303421,8214,   3 AVENUE
Brooklyn,A2,3195478,6/20/2017,38000,40.59032822,-73.9629364,2456,EAST    7 STREET
Manhattan,A2,1047171,6/20/2017,175050,40.78556061,-73.95494843,53,EAST 93 STREET
Queens,A2,4125057,6/20/2017,264000,40.75408173,-73.78556061,45-64,196 STREET
Manhattan,A2,1015274,6/20/2017,749311,40.75325012,-73.98680115,1402,BROADWAY
Manhattan,A2,1024918,6/20/2017,772000,40.76668167,-73.97973633,920,7 AVENUE
Bronx,A2,2094224,6/20/2017,842097,40.86745834,-73.82530212,2148,BARTOW AVENUE
Queens,A2,4432089,6/21/2017,11750,40.72964096,-73.84916687,105-07,  66 ROAD
Queens,A2,4432086,6/21/2017,12500,40.72964096,-73.84916687,105-10,66TH AVE
Manhattan,A2,1064442,6/21/2017,13432,40.85377121,-73.93530273,110,BENNETT AVENUE
Brooklyn,A3,3051695,6/21/2017,31000,40.68481827,-73.94521332,401,PUTNAM AVENUE
Queens,A2,4833588,6/21/2017,36500,40.76951981,-73.93456268,30-85,VERNON BOULEVARD
Manhattan,A2,1045901,6/21/2017,54800,40.76874161,-73.95278168,444,EAST 75 STREET
Manhattan,A2,1008904,6/21/2017,65000,40.73249054,-74.00000763,360,6 AVENUE
Manhattan,A2,1014444,6/21/2017,120000,40.75257874,-73.98983002,482,7 AVENUE
Manhattan,A2,1032674,6/21/2017,121625,40.78527069,-73.97998047,278,WEST   81 STREET
Bronx,A1,2010196,6/21/2017,146950,40.83293915,-73.89692688,1422,BOSTON ROAD
Manhattan,A2,1085395,6/21/2017,175000,40.85866928,-73.93221283,295,BENNETT AVENUE
Manhattan,A2,1085393,6/21/2017,180000,40.85866928,-73.93221283,245,BENNETT AVENUE
Manhattan,A2,1041243,6/21/2017,1255784,40.76947021,-73.96871948,858,5 AVENUE
Manhattan,A2,1000831,6/22/2017,27000,40.70500183,-74.00962067,2,WILLIAM STREET
Bronx,A2,2015566,6/22/2017,27630,40.8767395,-73.9001236,3065,SEDGWICK AVENUE
Manhattan,A2,1001924,6/22/2017,48000,40.71828842,-74.00495911,271,CHURCH STREET
Manhattan,A2,1076200,6/22/2017,55000,40.76348114,-73.98191071,828,   7 AVENUE
Manhattan,A2,1085398,6/22/2017,100000,40.85866928,-73.93221283,4521,BROADWAY
Manhattan,A2,1033306,6/22/2017,108375,40.79085922,-73.97601318,600,WEST END AVENUE
Manhattan,A2,1085399,6/22/2017,175000,40.85866928,-73.93221283,4523,BROADWAY
Queens,A1,4173121,6/23/2017,500000,40.75529861,-73.72506714,63-36,253 STREET
Manhattan,A2,1047642,6/23/2017,790220,40.77819061,-73.95797729,981,PARK AVENUE
Manhattan,A2,1012860,6/23/2017,4050000,40.75392914,-73.99651337,433,9 AVENUE
Manhattan,A2,1019544,6/26/2017,40750,40.73463058,-73.98493195,220,EAST 17 STREET
Brooklyn,A2,3335917,6/26/2017,80000,40.68442154,-73.9839325,144,NEVINS STREET
Manhattan,A2,1003009,6/26/2017,120000,40.72006989,-74.00225067,309,CANAL STREET
Manhattan,A2,1007051,6/27/2017,42400,40.72151947,-74.00068665,475,BROADWAY
Manhattan,A2,1007052,6/27/2017,84000,40.72145844,-74.00073242,473,BROADWAY
Queens,A2,4052425,6/27/2017,100220,40.7209816,-73.84171295,109-05,72 AVENUE
Manhattan,A2,1059892,6/27/2017,115000,40.81632996,-73.96008301,552,RIVERSIDE DRIVE
Queens,A2,4052426,6/27/2017,247550,40.72116089,-73.84204865,109-20,71 ROAD
Brooklyn,A2,3001942,6/27/2017,327230,40.69564819,-73.99658203,65,MONTAGUE STREET
Brooklyn,A2,3421591,6/27/2017,3302080,40.71557999,-73.95935059,239,BEDFORD AVENUE
Manhattan,A2,1001894,6/28/2017,6000,40.71804047,-74.00525665,257,CHURCH STREET
Manhattan,A2,1044096,6/28/2017,20000,40.77302933,-73.95781708,201,EAST 77 STREET
Manhattan,A2,1044818,6/28/2017,23800,40.76668167,-73.95874023,311,EAST 69 STREET
Brooklyn,A2,3247125,6/28/2017,48840,40.58638,-73.94618988,2222,VOORHIES AVENUE
Manhattan,A2,1076784,6/28/2017,94000,40.71477127,-73.98055267,550G,GRAND STREET
Manhattan,A2,1004065,6/28/2017,94400,40.71535873,-73.98243713,484,GRAND STREET
Manhattan,A2,1076783,6/28/2017,154400,40.71477127,-73.98055267,530,GRAND STREET
Manhattan,A2,1087637,6/28/2017,239137,40.76974106,-73.98551178,405,WEST   59 STREET
Bronx,A3,2042007,6/29/2017,4150,40.83921051,-73.85240936,1656,CASTLE HILL AVENUE
Manhattan,A2,1064432,6/29/2017,66846,40.85268021,-73.93608856,725,WEST 184 STREET
Bronx,A2,2094224,6/29/2017,70000,40.86745834,-73.82530212,2148,BARTOW AVENUE
Bronx,A2,2062877,6/29/2017,75000,40.89083099,-73.86289215,4040,BRONX BOULEVARD
Manhattan,A2,1015873,6/29/2017,175000,40.74942017,-73.98577881,17,WEST   34 STREET
Manhattan,A2,1040751,6/29/2017,175000,40.76430893,-73.97254181,779,5 AVENUE
Brooklyn,A1,3122114,6/29/2017,241591,40.6531105,-73.97860718,642,19 STREET
Manhattan,A2,1021891,6/29/2017,258000,40.74383926,-73.97438049,332,EAST 34 STREET
Brooklyn,A2,3339456,6/29/2017,395000,40.71456146,-73.95349884,285,NORTH    6 STREET
Brooklyn,A2,3180207,6/29/2017,634500,40.62086105,-73.96369934,1168,EAST 12 STREET
Queens,A2,4438969,6/29/2017,3576900,40.66312027,-73.84143829,156-36,CROSS BAY BOULEVARD
Manhattan,A2,1018062,6/30/2017,7050,40.74034882,-73.98522186,116,EAST 24 STREET
Manhattan,A2,1048247,6/30/2017,101852,40.78255081,-73.95430756,115,EAST 90 STREET
Bronx,A2,2002298,6/30/2017,240000,40.83179092,-73.91240692,1201,FINDLAY AVENUE
Manhattan,A2,1046822,6/30/2017,252000,40.7792511,-73.95848083,1000,PARK AVENUE
Manhattan,A2,1027141,6/30/2017,327800,40.76708984,-73.99481964,609,WEST 51 STREET
Manhattan,A2,1056414,6/30/2017,474482,40.79631042,-73.97109222,243,WEST 98 STREET
Bronx,A2,2005866,7/1/2017,150000,40.81885147,-73.89267731,935,BRUCKNER BOULEVARD
Manhattan,A2,1018461,7/3/2017,24000,40.74496841,-73.98179626,115,EAST   31 STREET
Manhattan,A2,1015877,7/3/2017,480906,40.74880981,-73.98468781,362,5 AVENUE
Queens,A2,4229168,7/3/2017,774559,40.72106171,-73.73864746,93-23,218 STREET
Manhattan,A3,1015661,7/5/2017,7000,40.74462891,-73.98969269,22,WEST 27 STREET
Queens,A2,4191497,7/5/2017,8000,40.69794083,-73.846138,102-02,  85 AVENUE
Queens,A3,4036026,7/5/2017,9490,40.75197983,-73.87552643,35-20,92 STREET
Manhattan,A2,1016280,7/6/2017,10000,40.74042892,-73.9884491,13,EAST 22 STREET
Manhattan,A2,1047930,7/6/2017,69606,40.77920914,-73.9564209,123,EAST 85 STREET
Staten Island,A2,5042446,7/7/2017,5000,40.61882019,-74.0746994,124,TOWNSEND AVENUE
Brooklyn,A2,3393884,7/7/2017,6000,40.73062897,-73.95204926,189,GREENPOINT AVENUE
Manhattan,A2,1051315,7/7/2017,9300,40.77648163,-73.94574738,509,EAST 87 STREET
Manhattan,A2,1083376,7/7/2017,25000,40.71105957,-74.01703644,385,SOUTH END AVENUE
Brooklyn,A2,3209243,7/7/2017,296700,40.6207695,-73.95316315,1277,EAST   22 STREET
Brooklyn,A2,3338885,7/7/2017,335610,40.69118881,-73.979599,1,UNIVERSITY PLAZA
Brooklyn,A3,3132381,7/10/2017,9000,40.62490082,-73.99462891,1517,62 STREET
Queens,A2,4538610,7/10/2017,123586,40.74406052,-73.95802307,2-Apr,  49 AVENUE
Manhattan,A2,1063929,7/10/2017,245500,40.85153961,-73.93464661,4300,BROADWAY
Manhattan,A1,1063929,7/10/2017,400000,40.85153961,-73.93464661,4300,BROADWAY
Brooklyn,A2,3070896,7/10/2017,528200,40.70941925,-73.93900299,241,SCHOLES STREET
Manhattan,A2,1041900,7/10/2017,2140500,40.76293945,-73.96929169,503,PARK AVENUE
Manhattan,A2,1041461,7/11/2017,40625,40.77161026,-73.9642868,51,EAST 72 STREET
Queens,A2,4115875,7/11/2017,284290,40.75333023,-73.82647705,42-42,COLDEN STREET
Brooklyn,A1,3026387,7/11/2017,390000,40.66386032,-73.98113251,1208,   8 AVENUE
Bronx,A2,2094749,7/11/2017,412732,40.88082886,-73.87993622,3444,KOSSUTH AVENUE
Bronx,A2,2128383,7/11/2017,549607,40.88137817,-73.8791275,110,EAST GUN HILL ROAD
Bronx,A2,2091889,7/11/2017,728490,40.88946915,-73.9121933,640,WEST  239 STREET
Manhattan,A2,1016951,7/11/2017,820170,40.74605179,-73.98573303,285,5 AVENUE
Manhattan,A2,1061896,7/12/2017,45099,40.82577896,-73.95040894,3520,BROADWAY
Manhattan,A2,1063553,7/12/2017,45848,40.84643936,-73.9362793,1321,ST NICHOLAS AVENUE
Manhattan,A2,1003873,7/12/2017,63000,40.715271,-73.99194336,17,ORCHARD STREET
Manhattan,A2,1062269,7/12/2017,66000,40.82199097,-73.95420074,600,WEST 138 STREET
Manhattan,A2,1062444,7/12/2017,71473,40.8295784,-73.94869232,3631,BROADWAY
Brooklyn,A1,3246399,7/12/2017,133690,40.58095932,-73.9447937,7,HASTINGS STREET
Queens,A1,4104404,7/12/2017,350000,40.79079056,-73.79544067,Oct-45,TOTTEN STREET
Queens,A1,4288227,7/12/2017,587002,40.6632309,-73.73750305,141-12,243 STREET
Manhattan,A2,1028137,7/12/2017,1375982,40.77149963,-73.9799118,1,WEST   64 STREET
Manhattan,A2,1058008,7/13/2017,20000,40.81188965,-73.94573975,172,WEST  130 STREET
Manhattan,A2,1086955,7/13/2017,20100,40.79589081,-73.9715271,241,WEST   97 STREET
Manhattan,A2,1077569,7/13/2017,48000,40.73386002,-73.98956299,137,   4 AVENUE
Manhattan,A2,1056384,7/13/2017,145000,40.79589081,-73.9715271,240,WEST 98 STREET
Manhattan,A2,1026907,7/13/2017,312000,40.75965118,-73.99664307,509,WEST 41 STREET
Brooklyn,A2,3112436,7/13/2017,537660,40.63967133,-73.94326019,627,EAST   35 STREET
Manhattan,A2,1015171,7/13/2017,568813,40.74819183,-73.99076843,128,WEST 31 STREET
Manhattan,A2,1037840,7/14/2017,41000,40.75334167,-73.97131348,216,EAST 47 STREET
Brooklyn,A2,3064089,7/14/2017,275160,40.73434067,-73.95198059,344,MC GUINNESS BOULEVARD
Brooklyn,A2,3250373,7/14/2017,483204,40.70106888,-73.99186707,65,POPLAR STREET
Manhattan,A2,1016045,7/14/2017,501974,40.75215912,-73.98307037,11,WEST 39 STREET
Bronx,A2,2001274,7/14/2017,815400,40.82712936,-73.90782928,3355,3 AVENUE
Manhattan,A2,1042479,7/14/2017,6912000,40.76784134,-73.96305847,130,EAST   69 STREET
Brooklyn,A2,3196598,7/16/2017,40000,40.57588959,-73.96936035,3080,OCEAN PARKWAY
Brooklyn,A2,3150480,7/17/2017,30000,40.62471008,-74.02037811,635,  79 STREET
Brooklyn,A1,3010944,7/17/2017,453500,40.65077972,-74.0102005,331,44 STREET
Manhattan,A2,1024877,7/17/2017,1327000,40.7649498,-73.98168945,1730,BROADWAY
Manhattan,A2,1024909,7/17/2017,4859338,40.76673889,-73.98142242,1784,BROADWAY
Manhattan,A2,1017908,7/18/2017,50000,40.73764038,-73.98739624,105,EAST 19 STREET
Queens,A2,4533536,7/18/2017,68793,40.70690155,-73.83540344,116-24,GROSVENOR LANE
Brooklyn,A2,3027864,7/18/2017,73300,40.6802597,-73.96949768,620,DEAN STREET
Brooklyn,A2,3027863,7/18/2017,107400,40.6803093,-73.96970367,616,DEAN STREET
Brooklyn,A2,3116104,7/18/2017,214240,40.65327835,-73.96305847,80,WOODRUFF AVENUE
Manhattan,A2,1080629,7/19/2017,27075,40.73785019,-73.99492645,28,WEST   16 STREET
Brooklyn,A2,3090759,7/19/2017,30000,40.68618011,-73.87991333,658,JAMAICA AVENUE
Manhattan,A2,1017795,7/19/2017,43460,40.73466873,-73.98796082,123,EAST   15 STREET
Manhattan,A2,1078817,7/19/2017,150000,40.73611069,-73.97952271,371,   1 AVENUE
Queens,A2,4003337,7/19/2017,250000,40.73892975,-73.92874146,48-47,  37 STREET
Queens,A2,4090330,7/19/2017,400000,40.70132065,-73.88343048,68-14,MYRTLE AVENUE
Brooklyn,A2,3000496,7/19/2017,920000,40.6892395,-73.98529053,222,LIVINGSTON STREET
Manhattan,A2,1081146,7/20/2017,62015,40.75704956,-73.97470856,300,PARK AVENUE
Manhattan,A2,1085789,7/20/2017,195769,40.70557022,-74.01751709,25,BATTERY PLACE
Manhattan,A2,1027188,7/20/2017,198260,40.76951981,-73.9829483,17,WEST 60 STREET
Brooklyn,A2,3255616,7/20/2017,375160,40.70119858,-73.99246979,55,POPLAR STREET
Bronx,A2,2000562,7/20/2017,600000,40.80648041,-73.92555237,85,BRUCKNER BOULEVARD
Bronx,A2,2090436,7/20/2017,630000,40.81678009,-73.89277649,875,GARRISON AVENUE
Brooklyn,A2,3086555,7/20/2017,654400,40.68381882,-73.88490295,500,JAMAICA AVENUE
Brooklyn,A2,3157974,7/20/2017,760000,40.61392975,-73.99172211,7117,  19 AVENUE
Manhattan,A2,1017905,7/21/2017,37960,40.73720932,-73.98745728,106,EAST 19 STREET
Brooklyn,A2,3060658,7/21/2017,301500,40.70581055,-73.95387268,288,HEWES STREET
Manhattan,A2,1043845,7/21/2017,510925,40.76308823,-73.96305084,1185,   2 AVENUE
Queens,A3,4221032,7/24/2017,25000,40.69218063,-73.76463318,187-21,LINDEN BOULEVARD
Manhattan,A2,1002430,7/24/2017,30000,40.71580887,-73.9969635,46,BOWERY
Manhattan,A2,1038465,7/24/2017,33000,40.7563591,-73.9695282,209,EAST 51 STREET
