Borough Name,Job Type,BIN Number,Date,Estimated Job Cost,Latitude Point,Longitude Point,House Number,Street Name
Manhattan,A2,1001924,12/20/2016,150000,40.71828842,-74.00495911,271,CHURCH STREET
Brooklyn,A1,3174849,12/20/2016,187600,40.61067963,-73.97193146,1599,EAST 2 STREET
Queens,A2,4044245,12/21/2016,12000,40.75094986,-73.86351013,37-88,103 STREET
Brooklyn,A2,3334804,12/21/2016,23000,40.69366837,-73.96201324,125,EMERSON PLACE
Queens,A1,4179149,12/21/2016,27250,40.7406311,-73.70490265,82-54,265 STREET
Manhattan,A2,1003253,12/21/2016,40000,40.71276093,-73.99028778,197,MADISON STREET
Manhattan,A2,1034219,12/21/2016,75000,40.75593948,-73.98210907,55,WEST 44 STREET
Manhattan,A2,1063851,12/21/2016,85000,40.85243988,-73.92888641,521,WEST 187 STREET
Manhattan,A1,1054160,12/21/2016,340000,40.80786133,-73.94033813,10,EAST 128 STREET
Queens,A1,4175531,12/21/2016,450000,40.73379135,-73.71617889,84-60,251 STREET
Queens,A2,4035869,12/21/2016,748575,40.75209045,-73.87934113,35-02,88 STREET
Bronx,A2,2097203,12/21/2016,800000,40.80582809,-73.90815735,320,WALNUT AVENUE
Queens,A2,4152767,12/21/2016,1220000,40.73899078,-73.79163361,182-04,HORACE HARDING EXPRESSWAY
Manhattan,A2,1011123,12/22/2016,65760,40.73865891,-74.00154114,233,WEST 13 STREET
Queens,A2,4050459,12/22/2016,70000,40.7299118,-73.86058807,97-11,QUEENS BOULEVARD
Manhattan,A2,1011122,12/22/2016,100520,40.73862839,-74.0014801,231,WEST 13 STREET
Manhattan,A2,1011124,12/22/2016,113680,40.73868942,-74.0016098,235,WEST 13 STREET
Manhattan,A2,1011645,12/22/2016,230340,40.73844147,-74.00588226,59,JANE STREET
Manhattan,A2,1048254,12/22/2016,351000,40.78218079,-73.95343781,1361,LEXINGTON AVENUE
Queens,A1,4223836,12/22/2016,400000,40.72243118,-73.77493286,190-29,MC LAUGHLIN AVENUE
Staten Island,A2,5107590,12/22/2016,1504400,40.5647316,-74.11401367,2750,HYLAN BOULEVARD
Manhattan,A3,1080039,12/23/2016,7000,40.87083054,-73.91874695,31,PARK TERRACE WEST
Brooklyn,A2,3058526,12/23/2016,210000,40.68978119,-73.97142029,205,DE KALB AVENUE
Brooklyn,A2,3098937,12/25/2016,30000,40.66413116,-73.87052917,616,FOUNTAIN AVENUE
Manhattan,A2,1051601,12/27/2016,40000,40.79587173,-73.94827271,1632,MADISON AVENUE
Manhattan,A2,1035430,12/27/2016,74250,40.75733948,-73.97766876,597,5 AVENUE
Manhattan,A2,1027156,12/27/2016,446100,40.76890945,-73.99308777,601,WEST 54 STREET
Brooklyn,A2,3337948,12/28/2016,46000,40.67673874,-73.90219116,27,WILLIAMS PLACE
Brooklyn,A2,3000680,12/28/2016,140000,40.68740082,-73.9853363,383,ATLANTIC AVENUE
Brooklyn,A1,3149353,12/28/2016,155925,40.62781143,-74.0225296,519,  77 STREET
Manhattan,A2,1031136,12/28/2016,497670,40.78303909,-73.9733963,35,WEST 81 STREET
Manhattan,A2,1065028,12/28/2016,577200,40.87017059,-73.91648102,48,PARK TERRACE EAST
Manhattan,A2,1051439,12/29/2016,6800,40.78776932,-73.95472717,9,EAST 96 STREET
Manhattan,A3,1061979,12/29/2016,11000,40.82707977,-73.9473877,511,WEST 147 STREET
Manhattan,A2,1080962,12/29/2016,216900,40.76300049,-73.99497223,529,WEST   46 STREET
Manhattan,A2,1033288,12/29/2016,220100,40.79016876,-73.97651672,580,WEST END AVENUE
Manhattan,A3,1003935,12/30/2016,35000,40.71804047,-73.99416351,249,GRAND STREET
Manhattan,A2,1031140,12/30/2016,1500000,40.78261948,-73.97241211,11,WEST 81 STREET
Manhattan,A2,1027059,1/4/2017,60000,40.76808167,-73.99107361,518,WEST 55 STREET
Manhattan,A2,1018162,1/4/2017,84000,40.74272156,-73.98397827,387,PARK AVENUE SOUTH
Manhattan,A2,1053943,1/4/2017,150000,40.81866074,-73.93678284,650,LENOX AVENUE
Queens,A2,4170900,1/4/2017,200000,40.7689209,-73.73327637,251-81,GASKELL ROAD
Queens,A2,4447336,1/4/2017,240000,40.77666855,-73.77590179,213-10,  28 AVENUE
Bronx,A3,2006286,1/5/2017,7000,40.82606125,-73.88757324,1090,LONGFELLOW AVENUE
Staten Island,A2,5125317,1/5/2017,20000,40.60345078,-74.0851593,18,GRASMERE AVENUE
Bronx,A2,2028965,1/5/2017,57900,40.83543015,-73.85578156,1461,UNIONPORT ROAD
Manhattan,A2,1063341,1/5/2017,123280,40.83831024,-73.94468689,659,WEST 162 STREET
Manhattan,A2,1084787,1/5/2017,771464,40.77051926,-73.98264313,62,WEST   62 STREET
Queens,A2,4483929,1/6/2017,1000,40.75178909,-73.81646729,46-14GAR,BOWNE STREET
Queens,A2,4312034,1/6/2017,2520,40.71883011,-73.83656311,112-16,  75 AVENUE
Queens,A2,4284327,1/6/2017,10000,40.6699791,-73.72894287,135-08,HOOK CREEK BOULEVARD
Manhattan,A1,1058648,1/6/2017,500000,40.8092804,-73.95041656,256,WEST  125 STREET
Brooklyn,A2,3025833,1/6/2017,642332,40.66553116,-73.97646332,123,PROSPECT PARK WEST
Manhattan,A3,1079845,1/8/2017,9000,40.82870102,-73.94181824,41,ST NICHOLAS PLACE
Manhattan,A2,1087494,1/9/2017,18754,40.72470093,-74.00818634,255,HUDSON STREET
Queens,A2,4168861,1/9/2017,40000,40.76586151,-73.74450684,44-27,DOUGLASTON PARKWAY
Manhattan,A1,1048100,1/9/2017,47896480,40.78155136,-73.95506287,108,EAST 89 STREET
Manhattan,A2,1041515,1/10/2017,96000,40.77304077,-73.96492004,20,EAST 74 STREET
Staten Island,A1,5017243,1/10/2017,125000,40.60704041,-74.11551666,153,FINE BOULEVARD
Queens,A1,4123158,1/10/2017,155200,40.75465012,-73.80635834,45-67, 160 STREET
Manhattan,A2,1054165,1/10/2017,179750,40.80791092,-73.94072723,2069,   5 AVENUE
Queens,A2,4550090,1/10/2017,264000,40.71234131,-73.89730835,62-56 REAR,METROPOLITAN AVENUE
Manhattan,A2,1033922,1/10/2017,735900,40.78900146,-73.97886658,310,WEST 86 STREET
Manhattan,A2,1051737,1/10/2017,5003619,40.78646088,-73.94927979,151,EAST 97 STREET
Manhattan,A2,1063276,1/11/2017,12000,40.83456039,-73.94848633,763,RIVERSIDE DRIVE
Manhattan,A2,1041174,1/11/2017,40000,40.76773071,-73.96707153,63,EAST 66 STREET
Brooklyn,A1,3238480,1/11/2017,460000,40.61445999,-73.91184998,2172,EAST   63 STREET
Manhattan,A2,1014460,1/12/2017,659969,40.75344849,-73.9892807,508,7 AVENUE
Manhattan,A2,1041804,1/12/2017,1974126,40.77466965,-73.96289063,48,EAST 77 STREET
Manhattan,A2,1067116,1/12/2017,3517100,40.72988129,-74.00731659,421,HUDSON STREET
Bronx,A2,2016982,1/13/2017,73270,40.87110901,-73.88291931,3015,PERRY AVENUE
Manhattan,A2,1002648,1/13/2017,219400,40.71776962,-73.99887848,113,BAXTER STREET
Bronx,A2,2009899,1/13/2017,220584,40.8449707,-73.89190674,1919,CROTONA AVENUE
Brooklyn,A1,3052779,1/13/2017,430000,40.68255997,-73.94529724,199,HALSEY STREET
Manhattan,A2,1059446,1/13/2017,1440000,40.81567001,-73.94754791,2491,8 AVENUE
Queens,A2,4098382,1/14/2017,26000,40.78340149,-73.84384918,124-01,18 AVENUE
Manhattan,A2,1015396,1/17/2017,20000,40.73812103,-73.99326324,12,WEST 17 STREET
Manhattan,A2,1051482,1/17/2017,103000,40.78924942,-73.95433044,1170,5 AVENUE
Manhattan,A2,1009251,1/17/2017,116800,40.73361969,-73.99488831,39,5 AVENUE
Manhattan,A2,1056483,1/17/2017,500000,40.79695129,-73.96880341,820,AMSTERDAM AVENUE
Manhattan,A2,1078043,1/17/2017,500000,40.71743011,-73.97781372,72,COLUMBIA STREET
Manhattan,A2,1083936,1/17/2017,500000,40.78752899,-73.94006348,2000,FIRST AVENUE
Manhattan,A2,1027366,1/17/2017,620000,40.77050018,-73.9833374,45,COLUMBUS AVENUE
Manhattan,A2,1043921,1/17/2017,35695130,40.76840973,-73.9605484,205,EAST   70 STREET
Manhattan,A2,1053289,1/18/2017,10000,40.80419922,-73.94760895,192,LENOX AVENUE
Manhattan,A2,1017031,1/18/2017,17670,40.74726868,-73.98444366,12,EAST 33 STREET
Manhattan,A2,1061593,1/18/2017,22400,40.82812119,-73.94213867,820,ST NICHOLAS AVENUE
Manhattan,A2,1017032,1/18/2017,40740,40.74729919,-73.98451996,10,EAST 33 STREET
Manhattan,A2,1016095,1/18/2017,78617,40.73757935,-73.99202728,91,5 AVENUE
Manhattan,A2,1046740,1/18/2017,92700,40.77896881,-73.9617691,1010,   5 AVENUE
Queens,A2,4112765,1/18/2017,509320,40.76811981,-73.82093048,33-17,146 STREET
Queens,A2,4003105,1/18/2017,1600000,40.75164032,-73.93105316,32-10,NORTHERN BOULEVARD
Bronx,A3,2002783,1/19/2017,60000,40.82254028,-73.92433167,740,GRAND CONCOURSE
Bronx,A2,2002782,1/19/2017,120000,40.82225037,-73.92449951,730,GRAND CONCOURSE
Queens,A2,4431405,1/19/2017,211890,40.75556183,-73.87637329,33-01,  91 STREET
Queens,A2,4431406,1/19/2017,211890,40.75556183,-73.87637329,33-27,  91 STREET
Queens,A2,4431407,1/19/2017,211890,40.75556183,-73.87637329,33-49,  91 STREET
Queens,A2,4431408,1/19/2017,211890,40.75556183,-73.87637329,33-06,92 STREET
Queens,A2,4431409,1/19/2017,211890,40.75556183,-73.87637329,33-26,  92 STREET
Queens,A2,4431410,1/19/2017,211890,40.75556183,-73.87637329,33-46,  92 STREET
Manhattan,A2,1043874,1/20/2017,24709,40.76596832,-73.96212006,216,EAST 67 STREET
Manhattan,A2,1049261,1/20/2017,271830,40.77333069,-73.95424652,301,EAST 79 STREET
Bronx,A2,2000968,1/20/2017,8865422,40.81809998,-73.92372131,225,EAST  149 STREET
Manhattan,A2,1046259,1/23/2017,169280,40.76580811,-73.95198059,530,EAST 72 STREET
Manhattan,A2,1014418,1/24/2017,100000,40.75244141,-73.99256134,260,WEST 35 STREET
Queens,A1,4258295,1/24/2017,253260,40.6908493,-73.79930878,147-24,109 AVENUE
Brooklyn,A1,3017280,1/24/2017,1300000,40.65845108,-73.98665619,413,20 STREET
Manhattan,A2,1053503,1/24/2017,1460000,40.80710983,-73.94316864,17,WEST 125 STREET
Manhattan,A2,1032593,1/25/2017,13500,40.79312897,-73.96967316,151,WEST   95 STREET
Manhattan,A2,1032594,1/25/2017,13500,40.79309845,-73.96961212,149,WEST   95 STREET
Queens,A2,4049786,1/25/2017,30000,40.74312973,-73.85204315,108-62,53 AVENUE
Queens,A1,4016574,1/25/2017,93240,40.77621841,-73.9068222,21-11,35 STREET
Queens,A1,4141346,1/25/2017,142000,40.73894882,-73.8184967,150-42,61 ROAD
Brooklyn,A1,3147319,1/25/2017,209000,40.63338089,-74.02854919,235,  73 STREET
Manhattan,A2,1037556,1/25/2017,590000,40.75144958,-73.9730072,209,EAST   43 STREET
Manhattan,A2,1004150,1/26/2017,3000,40.72006989,-73.98345184,146,ATTORNEY STREET
Manhattan,A2,1027061,1/26/2017,60000,40.76873016,-73.9907074,513,WEST 55 STREET
Queens,A1,4250079,1/26/2017,93750,40.68482971,-73.80898285,109-59,134 STREET
Manhattan,A2,1077923,1/27/2017,4000,40.73323822,-73.9981308,37,WEST 8 STREET
Brooklyn,A2,3179260,1/27/2017,75000,40.62931061,-73.96340942,820,EAST 14 STREET
Queens,A1,4275185,1/27/2017,104000,40.68988037,-73.73206329,118-30, 231 STREET
Manhattan,A2,1016876,1/27/2017,142100,40.74343872,-73.98722839,11,EAST   26 STREET
Manhattan,A2,1065006,1/27/2017,1619118,40.87108994,-73.91644287,75,PARK TERRACE EAST
Manhattan,A2,1020598,1/30/2017,68310,40.73802948,-73.97976685,310,EAST 24 STREET
Manhattan,A2,1013735,1/30/2017,192100,40.73921967,-73.99960327,200,WEST 15 STREET
Bronx,A2,2046201,1/30/2017,374175,40.84556961,-73.82652283,3117,MIDDLETOWN ROAD
Bronx,A2,2097299,1/31/2017,27950,40.88428116,-73.89932251,193,WEST  237 STREET
Manhattan,A2,1045271,1/31/2017,61540,40.76044083,-73.96064758,401,EAST 60 STREET
Queens,A2,4314648,1/31/2017,112500,40.72087097,-73.84618378,70-19,AUSTIN STREET
Manhattan,A2,1033227,1/31/2017,122345,40.78955841,-73.97601318,2389,BROADWAY
Manhattan,A2,1041378,1/31/2017,141600,40.77206039,-73.96688843,905,5 AVENUE
Queens,A1,4127915,1/31/2017,297124,40.74552155,-73.78453064,53-47, 193 STREET
Brooklyn,A1,3327736,1/31/2017,403000,40.62845993,-73.99286652,1459,  57 STREET
Brooklyn,A2,3028018,1/31/2017,3700000,40.67758179,-73.95736694,998,DEAN STREET
Manhattan,A2,1077753,2/1/2017,47340,40.72624969,-74.00330353,188,   6 AVENUE
Manhattan,A2,1047074,2/1/2017,87300,40.78437042,-73.95472717,1160,PARK AVENUE
Queens,A1,4291950,2/1/2017,400000,40.65711975,-73.74160004,147-04,HUXLEY STREET
Queens,A2,4037472,2/2/2017,30000,40.74436951,-73.88008118,42-29,JUDGE STREET
Manhattan,A2,1032698,2/2/2017,50000,40.78596878,-73.97956848,448,WEST END AVENUE
Brooklyn,A1,3337291,2/2/2017,2341581,40.64667892,-74.01851654,219,  54 STREET
Manhattan,A2,1006516,2/3/2017,20000,40.73160172,-73.98391724,328,EAST 14 STREET
Queens,A1,4178254,2/3/2017,100000,40.74501038,-73.70494843,80-37,266 STREET
Brooklyn,A2,3007124,2/3/2017,273000,40.68125916,-73.99118042,287,HOYT STREET
Queens,A1,4140853,2/3/2017,359658,40.74216843,-73.82022858,148-18,59 AVENUE
Queens,A1,4256975,2/3/2017,541456,40.66791153,-73.82003021,149-18,121 STREET
Staten Island,A2,5106870,2/3/2017,744000,40.6241188,-74.08318329,108,GORDON STREET
Manhattan,A2,1086955,2/6/2017,30000,40.79589081,-73.9715271,241,WEST   97 STREET
Manhattan,A2,1036231,2/6/2017,45320,40.75540924,-73.97231293,142,EAST 49 STREET
Queens,A1,4141764,2/6/2017,56000,40.7376709,-73.82914734,64-39, 137 STREET
Manhattan,A2,1023757,2/6/2017,300000,40.76583099,-73.97737885,118,CENTRAL PARK SOUTH
Manhattan,A2,1028637,2/7/2017,5000,40.77677155,-73.97615051,1,WEST 72 STREET
Manhattan,A2,1063463,2/7/2017,119112,40.84399033,-73.93856812,611,WEST  172 STREET
Queens,A2,4444179,2/7/2017,300000,40.75685883,-73.76407623,47-15, 216 STREET
Queens,A2,4444178,2/7/2017,500000,40.75685883,-73.76407623,216-11,  48 AVENUE
Brooklyn,A2,3003016,2/8/2017,7000,40.689991,-73.99746704,340,HENRY STREET
Bronx,A2,2083275,2/8/2017,33844,40.8797493,-73.91634369,609,KAPPOCK STREET
Manhattan,A2,1048908,2/8/2017,60000,40.78092957,-73.95163727,204,EAST 90 STREET
Manhattan,A2,1083915,2/8/2017,60000,40.78092957,-73.95163727,206,EAST   90 STREET
Manhattan,A2,1083916,2/8/2017,90000,40.78092957,-73.95163727,208,EAST 90 ST
Manhattan,A2,1027031,2/8/2017,95000,40.7646904,-73.99317169,517,WEST 49 STREET
Brooklyn,A2,3049737,2/8/2017,180000,40.69002914,-73.95181274,569,LAFAYETTE AVENUE
Brooklyn,A1,3177396,2/8/2017,633236,40.60554123,-73.96898651,1841,EAST    4 STREET
Manhattan,A2,1043142,2/9/2017,41500,40.77267075,-73.96089935,121,EAST   75 STREET
Brooklyn,A2,3187138,2/9/2017,44800,40.59008026,-73.98982239,214,BAY   44 STREET
Brooklyn,A2,3342992,2/9/2017,44800,40.59008026,-73.98982239,218,BAY   44 STREET
Brooklyn,A2,3342993,2/9/2017,44800,40.59008026,-73.98982239,220,BAY   44 STREET
Brooklyn,A2,3342994,2/9/2017,44800,40.59008026,-73.98982239,224,BAY   44 STREET
Brooklyn,A2,3342995,2/9/2017,44800,40.59008026,-73.98982239,222,BAY   44 STREET
Manhattan,A2,1086548,2/9/2017,102550,40.71815109,-73.99868011,123,BAXTER STREET
Brooklyn,A2,3068981,2/9/2017,363000,40.71318054,-73.94843292,74,DEVOE STREET
Manhattan,A2,1044390,2/9/2017,4826250,40.76259995,-73.96031952,343,EAST 63 STREET
Manhattan,A2,1046310,2/10/2017,30000,40.76902008,-73.95175934,1418,YORK AVENUE
Manhattan,A2,1006105,2/10/2017,43000,40.72391891,-73.98937225,54,EAST 1 STREET
Manhattan,A2,1018215,2/10/2017,73488,40.74264145,-73.98188019,137,EAST 28 STREET
Brooklyn,A2,3193599,2/10/2017,157500,40.59334946,-73.97338104,2415,MC DONALD AVENUE
Queens,A2,4274024,2/10/2017,172000,40.68133163,-73.75385284,187-19,RIDGEDALE AVENUE
Queens,A2,4037122,2/13/2017,61555,40.74720001,-73.8825531,40-05,HAMPTON STREET
Queens,A2,4036854,2/13/2017,202474,40.74629974,-73.88511658,80-11,41 AVENUE
Queens,A2,4036837,2/13/2017,294420,40.74626923,-73.88604736,79-11,41 AVENUE
Manhattan,A2,1015239,2/13/2017,513340,40.75191116,-73.98832703,135,WEST 36 STREET
Manhattan,A2,1076229,2/13/2017,544521,40.76988983,-73.98509979,8,COLUMBUS AVENUE
Brooklyn,A2,3055376,2/13/2017,612609,40.68978882,-73.9628067,372,DEKALB AVENUE
Manhattan,A2,1076168,2/13/2017,842150,40.74568939,-73.97122955,415,EAST 37 STREET
Queens,A2,4072143,2/14/2017,83050,40.72837067,-73.85881805,97-50,QUEENS BOULEVARD
Manhattan,A2,1038671,2/14/2017,85250,40.75054932,-73.97048187,308,EAST 44 STREET
Brooklyn,A2,3107786,2/14/2017,100000,40.65454102,-73.94936371,297,LENOX ROAD
Manhattan,A2,1018131,2/14/2017,231552,40.74171829,-73.98352051,80,LEXINGTON AVENUE
Queens,A2,4034811,2/14/2017,288000,40.75632858,-73.88063049,87-01,NORTHERN BOULEVARD
Brooklyn,A3,3053844,2/16/2017,5000,40.67964172,-73.94023895,1516,FULTON STREET
Queens,A2,4077473,2/16/2017,157500,40.72016907,-73.84546661,106-11,71 AVENUE
Brooklyn,A1,3015427,2/16/2017,526000,40.64099884,-74.01363373,521,  57 STREET
Brooklyn,A1,3243070,2/16/2017,826210,40.60659027,-73.90367889,284,ARKANSAS DRIVE
Manhattan,A2,1058228,2/17/2017,10350,40.81349945,-73.94181824,477,LENOX AVENUE
Brooklyn,A2,3395184,2/17/2017,12500,40.71199036,-73.96385193,100,SOUTH    4 STREET
Brooklyn,A2,3393895,2/17/2017,15000,40.71881104,-73.95069122,32,BAYARD STREET
Manhattan,A2,1041517,2/17/2017,19000,40.77315903,-73.96520996,16,EAST 74 STREET
Brooklyn,A2,3243738,2/17/2017,44370,40.60860062,-73.90933228,2558,EAST 65 STREET
Manhattan,A2,1035250,2/17/2017,70000,40.76504898,-73.97625732,55,WEST 58 STREET
Manhattan,A2,1047539,2/17/2017,75560,40.77666855,-73.95928192,933,PARK AVENUE
Manhattan,A2,1028631,2/17/2017,76950,40.77754974,-73.97839355,53,WEST 72 STREET
Manhattan,A2,1028646,2/17/2017,107450,40.77780914,-73.97820282,48,WEST   73 STREET
Queens,A2,4021463,2/17/2017,210000,40.77032089,-73.89231873,77-02,21 AVENUE
Queens,A2,4531753,2/17/2017,330000,40.72106171,-73.83982849,110-40,  72 AVENUE
Manhattan,A2,1017182,2/17/2017,420000,40.74872971,-73.98074341,40,PARK AVENUE
Queens,A2,4052579,2/17/2017,660000,40.72106171,-73.83982849,110-16,72 AVENUE
Brooklyn,A1,3069580,2/17/2017,2322160,40.71109009,-73.94525146,228,MANHATTAN AVENUE
Manhattan,A2,1062895,2/21/2017,80000,40.83789063,-73.93875885,500,WEST 165 STREET
Manhattan,A2,1030507,2/21/2017,107800,40.7797699,-73.98362732,253,WEST 72 STREET
Queens,A1,4150361,2/21/2017,400000,40.72859955,-73.80290985,72-03,166 STREET
Queens,A1,4271595,2/21/2017,600000,40.69287109,-73.75707245,194-14,LINDEN BOULEVARD
Bronx,A2,2091297,2/22/2017,17145,40.80867004,-73.91248322,370,CYPRESS AVENUE
Manhattan,A2,1034022,2/22/2017,75000,40.79084015,-73.9770813,302,WEST 89 STREET
Manhattan,A2,1041456,2/22/2017,100000,40.77193069,-73.96504974,29,EAST   72 STREET
Manhattan,A2,1015198,2/22/2017,160000,40.74996948,-73.98967743,127,WEST 33 STREET
Brooklyn,A2,3030760,2/22/2017,350000,40.67549133,-73.94304657,1272,BERGEN STREET
Brooklyn,A1,3126388,2/22/2017,672138,40.63277054,-73.98036194,1681,  44 STREET
Queens,A1,4290362,2/23/2017,122995,40.6556015,-73.73361969,255-18,147 DRIVE
Manhattan,A2,1003735,2/23/2017,347300,40.71408844,-73.98699188,221,EAST BROADWAY
Brooklyn,A2,3052829,2/23/2017,1018050,40.68328094,-73.94152832,362,HANCOCK STREET
Manhattan,A2,1036056,2/24/2017,1000,40.76274872,-73.97273254,15,EAST 57 STREET
Brooklyn,A3,3020911,2/24/2017,6000,40.67345047,-73.98406219,335,3 STREET
Staten Island,A2,5120672,2/24/2017,9000,40.57960892,-74.15619659,1746A,FOREST HILL ROAD
Brooklyn,A2,3064889,2/24/2017,100000,40.7290802,-73.95613098,108,MILTON STREET
Queens,A1,4162323,2/24/2017,228000,40.74422836,-73.76127625,64-52,215 STREET
Queens,A1,4069339,2/24/2017,271050,40.72185135,-73.87256622,63-30,83 STREET
Brooklyn,A1,3013609,2/24/2017,452000,40.64366913,-74.00993347,546,  51 STREET
Bronx,A1,2011752,2/27/2017,50000,40.85762024,-73.89073181,4660,3 AVENUE
Queens,A1,4079968,2/27/2017,344740,40.71437836,-73.83409882,111-22,77 ROAD
Brooklyn,A2,3042634,2/27/2017,535720,40.67649078,-73.91021729,34,PLEASANT PLACE
Manhattan,A2,1025002,2/28/2017,5000,40.76031876,-73.99085236,642,9 AVENUE
Manhattan,A2,1023398,2/28/2017,12000,40.76377869,-73.97856903,108,WEST   56 STREET
Manhattan,A2,1014781,2/28/2017,78680,40.74287033,-73.99539185,150,WEST 22 STREET
Manhattan,A2,1009632,2/28/2017,146835,40.73569107,-73.99640656,49,WEST 12 STREET
Manhattan,A2,1009208,2/28/2017,199587,40.73321915,-73.99066925,826,BROADWAY
Queens,A1,4265403,2/28/2017,549706,40.67734909,-73.78777313,153-19,122 AVENUE
Brooklyn,A2,3072052,2/28/2017,733520,40.70101166,-73.92980957,81,CENTRAL AVENUE
Manhattan,A2,1036461,2/28/2017,9800000,40.7571907,-73.97128296,575,LEXINGTON AVENUE
Manhattan,A2,1055718,3/1/2017,4750,40.80025864,-73.96067047,193,MANHATTAN AVENUE
Brooklyn,A2,3074677,3/1/2017,5000,40.69247055,-73.92613983,589,VAN BUREN STREET
Manhattan,A2,1006480,3/1/2017,17500,40.7312088,-73.98497772,204,   2 AVENUE
Manhattan,A2,1083622,3/1/2017,39000,40.75251007,-73.99082947,224,WEST   36 STREET
Brooklyn,A2,3077939,3/1/2017,60000,40.69216919,-73.9120636,1278,JEFFERSON AVENUE
Bronx,A2,2005866,3/2/2017,350000,40.81885147,-73.89267731,935,BRUCKNER BOULEVARD
Brooklyn,A1,3059446,3/2/2017,960000,40.68669891,-73.97088623,366,ADELPHI STREET
Manhattan,A2,1016944,3/2/2017,990000,40.7453804,-73.98570251,10,EAST 30 STREET
Manhattan,A2,1046258,3/2/2017,2800000,40.76556015,-73.95218658,535,EAST 71 STREET
Brooklyn,A2,3325937,3/3/2017,10000,40.68650055,-73.9822464,454,STATE STREET
Queens,A3,4000740,3/3/2017,76800,40.74308014,-73.94129944,47-37,AUSTELL PLACE
Queens,A2,4060503,3/3/2017,350000,40.72452927,-73.90345001,61-21,56 ROAD
Manhattan,A2,1083119,3/3/2017,466194,40.74266815,-73.97570801,300,EAST   33 STREET
Brooklyn,A1,3047807,3/3/2017,528800,40.68085098,-73.93005371,174,BAINBRIDGE STREET
Queens,A2,4442336,3/3/2017,550000,40.58005142,-73.83083344,109-30,OCEAN PROMENADE
Manhattan,A2,1083120,3/3/2017,619588,40.74266815,-73.97570801,319,EAST   30 STREET
Brooklyn,A1,3188594,3/6/2017,100,40.57735062,-74.00357819,3704,LYME AVENUE
Queens,A2,4231785,3/6/2017,20000,40.70991898,-73.76573944,193-06,99 AVENUE
Brooklyn,A3,3054341,3/6/2017,25000,40.69446945,-73.96835327,110,WAVERLY AVENUE
Manhattan,A2,1005457,3/6/2017,101712,40.71910095,-73.99086761,61,DELANCEY STREET
Queens,A2,4078033,3/6/2017,156360,40.7194519,-73.84233856,108-02,72 AVENUE
Manhattan,A2,1081694,3/6/2017,200000,40.74245834,-73.9730835,524,   1 AVENUE
Manhattan,A2,1008018,3/7/2017,25000,40.72565842,-74.00026703,131,PRINCE STREET
Brooklyn,A2,3329459,3/7/2017,59545,40.69371033,-73.99154663,188,MONTAGUE STREET
Brooklyn,A2,3002095,3/7/2017,73900,40.69347,-73.99141693,175,REMSEN STREET
Staten Island,A1,5007757,3/7/2017,191870,40.62734985,-74.10836029,94,HARVEST AVENUE
Manhattan,A2,1028146,3/7/2017,268988,40.77183151,-73.97992706,8,WEST 65 STREET
Brooklyn,A2,3254265,3/7/2017,868000,40.58753967,-73.95066833,1814,JEROME AVENUE
Manhattan,A2,1042760,3/7/2017,1273500,40.7700882,-73.96412659,733,PARK AVENUE
Manhattan,A2,1051251,3/8/2017,25000,40.77545929,-73.94674683,504,EAST 86 STREET
Manhattan,A2,1080155,3/8/2017,30000,40.73659134,-73.99617004,51,WEST   13 STREET
Manhattan,A2,1080153,3/8/2017,45000,40.73659134,-73.99617004,47,WEST 13 STREET
Manhattan,A2,1026892,3/8/2017,120985,40.76877975,-73.98626709,422,WEST 58 STREET
Brooklyn,A2,3000141,3/8/2017,156000,40.70191956,-73.98441315,79,BRIDGE STREET
Manhattan,A2,1015828,3/8/2017,188000,40.74752045,-73.98693848,22,WEST 32 STREET
Queens,A2,4212308,3/8/2017,210000,40.71203995,-73.78395844,88-15,179 STREET
Manhattan,A2,1006541,3/8/2017,276000,40.72470093,-73.99088287,29,2 AVENUE
Manhattan,A2,1046827,3/9/2017,24750,40.78092957,-73.96047974,1039,5 AVENUE
Manhattan,A2,1013554,3/9/2017,90400,40.75283051,-73.99607086,356,WEST 34 STREET
Queens,A1,4163865,3/9/2017,182000,40.74417114,-73.74790192,69-31,CLOVERDALE BOULEVARD
Manhattan,A2,1040471,3/9/2017,260950,40.7574501,-73.96170044,436,EAST 57 STREET
Brooklyn,A1,3259438,3/9/2017,304480,40.72600937,-73.94426727,152,RUSSELL STREET
Brooklyn,A3,3035499,3/10/2017,38000,40.66262054,-73.94246674,556,LEFFERTS AVENUE
Queens,A2,4075223,3/10/2017,546460,40.72513962,-73.85122681,102-30,QUEENS BOULEVARD
Manhattan,A2,1000794,3/10/2017,1218115,40.70787048,-74.01409149,13,RECTOR STREET
Bronx,A1,2001065,3/11/2017,24000000,40.82030106,-73.92739868,192,EAST 151 STREET
Manhattan,A2,1076016,3/13/2017,47800,40.72544861,-73.99928284,121,GREENE STREET
Brooklyn,A2,3029652,3/13/2017,75000,40.6717186,-73.960289,241,EASTERN PARKWAY
Manhattan,A2,1029778,3/13/2017,175775,40.77745819,-73.98158264,154,WEST   71 STREET
Manhattan,A2,1087720,3/13/2017,350000,40.77505112,-73.98993683,80,RIVERSIDE BOULEVARD
Bronx,A2,2028121,3/13/2017,435000,40.83498001,-73.87030029,1403,ROSEDALE AVENUE
Manhattan,A2,1044754,3/13/2017,2180000,40.76596069,-73.95889282,329,EAST 68 STREET
