,Borough Name,Job Type,BIN Number,Date,Estimated Job Cost,Latitude Point,Longitude Point,Address,Date2
237,Brooklyn,A2,3029312,2016-12-06,3930576,40.67504883,-73.96888733,50 Plaza Street East Brooklyn,2016-12
238,Brooklyn,A2,3346033,2016-12-07,80000,40.65142822,-73.88604736,1170 Pennsylvania Avenue Brooklyn,2016-12
239,Brooklyn,A2,3348862,2016-12-07,90000,40.65089035,-73.88564301,99 Vandalia Avenue Brooklyn,2016-12
240,Brooklyn,A1,3247124,2016-12-07,299800,40.58638,-73.94625854,2220 Voorhies Avenue Brooklyn,2016-12
241,Brooklyn,A1,3247125,2016-12-07,299800,40.58638,-73.94618988,2222 Voorhies Avenue Brooklyn,2016-12
242,Manhattan,A2,1023725,2016-12-07,318700,40.76512146,-73.97795105,119 West   57 Street Manhattan,2016-12
243,Manhattan,A2,1013540,2016-12-07,481000,40.751091,-73.99732971,358 West 31 Street Manhattan,2016-12
244,Queens,A3,4434452,2016-12-08,19000,40.69787979,-73.90535736,16-47 Weirfield Street Queens,2016-12
245,Brooklyn,A2,3326206,2016-12-08,60000,40.67609024,-74.00788879,11 Bush Street Brooklyn,2016-12
246,Queens,A1,4132757,2016-12-08,814520,40.77288055,-73.7938385,26-16 172 Street Queens,2016-12
247,Manhattan,A2,1057014,2016-12-09,80000,40.80570984,-73.96502686,562 West 113 Street Manhattan,2016-12
248,Manhattan,A3,1053469,2016-12-12,15000,40.80651855,-73.9432373,16 West 125 Street Manhattan,2016-12
249,Bronx,A2,2093989,2016-12-12,30000,40.80244064,-73.91171265,800 East  136 Street Bronx,2016-12
250,Manhattan,A2,1063246,2016-12-12,57200,40.83385086,-73.94730377,632 West  156 Street Manhattan,2016-12
251,Queens,A1,4288800,2016-12-12,279660,40.65938187,-73.73336792,142-18 254 Street Queens,2016-12
252,Manhattan,A2,1087148,2016-12-13,44500,40.76716995,-73.9850769,333 West   56 Street Manhattan,2016-12
253,Queens,A2,4082943,2016-12-13,284000,40.70492935,-73.90618134,682 Woodward Avenue Queens,2016-12
254,Queens,A1,4148107,2016-12-13,331280,40.72259903,-73.80638885,78-02 162 Street Queens,2016-12
255,Manhattan,A2,1045290,2016-12-14,1600,40.76052094,-73.95928192,428 East 62 Street Manhattan,2016-12
256,Queens,A2,4312614,2016-12-14,9000,40.70956039,-73.81867981,137-61 Queens Boulevard Queens,2016-12
257,Brooklyn,A2,3042762,2016-12-14,40000,40.67705917,-73.90589905,1436 Herkimer Street Brooklyn,2016-12
258,Queens,A1,4153577,2016-12-14,225000,40.73167038,-73.78904724,69-71 181 Street Queens,2016-12
259,Brooklyn,A2,3342991,2016-12-14,272000,40.59008026,-73.98982239,216 Bay   44 Street Brooklyn,2016-12
260,Manhattan,A2,1040541,2016-12-14,325625,40.75791168,-73.96124268,447 East 57 Street Manhattan,2016-12
261,Queens,A2,4117035,2016-12-14,734000,40.7569809,-73.82367706,42-37 Union Street Queens,2016-12
262,Manhattan,A2,1050766,2016-12-14,1209250,40.77103043,-73.94882965,515 East 79 Street Manhattan,2016-12
263,Brooklyn,A2,3013537,2016-12-15,3000,40.64559937,-74.01296997,5101 4 Avenue Brooklyn,2016-12
264,Brooklyn,A2,3051160,2016-12-15,30000,40.686409,-73.94709778,472 Gates Avenue Brooklyn,2016-12
265,Queens,A1,4289133,2016-12-15,816366,40.65811157,-73.72844696,258-07 Francis Lewis Boulevard Queens,2016-12
266,Manhattan,A2,1030906,2016-12-16,8700,40.78295898,-73.97940826,211 West 78 Street Manhattan,2016-12
267,Manhattan,A2,1042829,2016-12-16,11450,40.7705307,-73.96321869,114 East 72 Street Manhattan,2016-12
268,Queens,A2,4003156,2016-12-16,12240,40.7447319,-73.92816162,43-42 37 Street Queens,2016-12
269,Manhattan,A3,1082337,2016-12-16,20000,40.79639053,-73.94225311,1809 Lexington Avenue Manhattan,2016-12
270,Brooklyn,A2,3328800,2016-12-16,30000,40.63534927,-74.01595306,6401 6 Avenue Brooklyn,2016-12
271,Manhattan,A2,1059717,2016-12-16,50000,40.8158989,-73.95760345,560 West 126 Street Manhattan,2016-12
272,Manhattan,A2,1076247,2016-12-16,116141,40.78578949,-73.97794342,221 West   82 Street Manhattan,2016-12
273,Bronx,A2,2057296,2016-12-16,124000,40.87837982,-73.86643219,3531 White Plains Road Bronx,2016-12
274,Manhattan,A2,1015027,2016-12-16,130500,40.74541855,-73.99346161,146 West 26 Street Manhattan,2016-12
275,Manhattan,A2,1059716,2016-12-16,150000,40.81579971,-73.95751953,556 West 126 Street Manhattan,2016-12
276,Manhattan,A2,1026911,2016-12-16,1150000,40.76100922,-73.99762726,551 West 42 Street Manhattan,2016-12
277,Brooklyn,A3,3131384,2016-12-19,30000,40.62508011,-73.98970795,1644 58 Street Brooklyn,2016-12
278,Brooklyn,A2,3006899,2016-12-19,856492,40.68204117,-73.99146271,410 De Graw Street Brooklyn,2016-12
279,Queens,A2,4155495,2016-12-20,47560,40.72716904,-73.78648376,181-08 Union Turnpike Queens,2016-12
280,Queens,A2,4212426,2016-12-20,71000,40.71340942,-73.77953339,88-01 182 Place Queens,2016-12
281,Manhattan,A2,1035327,2016-12-20,102000,40.7523613,-73.98088074,8 East 41 Street Manhattan,2016-12
282,Manhattan,A2,1001924,2016-12-20,150000,40.71828842,-74.00495911,271 Church Street Manhattan,2016-12
283,Brooklyn,A1,3174849,2016-12-20,187600,40.61067963,-73.97193146,1599 East 2 Street Brooklyn,2016-12
284,Queens,A2,4044245,2016-12-21,12000,40.75094986,-73.86351013,37-88 103 Street Queens,2016-12
285,Brooklyn,A2,3334804,2016-12-21,23000,40.69366837,-73.96201324,125 Emerson Place Brooklyn,2016-12
286,Queens,A1,4179149,2016-12-21,27250,40.7406311,-73.70490265,82-54 265 Street Queens,2016-12
287,Manhattan,A2,1003253,2016-12-21,40000,40.71276093,-73.99028778,197 Madison Street Manhattan,2016-12
288,Manhattan,A2,1034219,2016-12-21,75000,40.75593948,-73.98210907,55 West 44 Street Manhattan,2016-12
289,Manhattan,A2,1063851,2016-12-21,85000,40.85243988,-73.92888641,521 West 187 Street Manhattan,2016-12
290,Manhattan,A1,1054160,2016-12-21,340000,40.80786133,-73.94033813,10 East 128 Street Manhattan,2016-12
291,Queens,A1,4175531,2016-12-21,450000,40.73379135,-73.71617889,84-60 251 Street Queens,2016-12
292,Queens,A2,4035869,2016-12-21,748575,40.75209045,-73.87934113,35-02 88 Street Queens,2016-12
293,Bronx,A2,2097203,2016-12-21,800000,40.80582809,-73.90815735,320 Walnut Avenue Bronx,2016-12
294,Queens,A2,4152767,2016-12-21,1220000,40.73899078,-73.79163361,182-04 Horace Harding Expressway Queens,2016-12
295,Manhattan,A2,1011123,2016-12-22,65760,40.73865891,-74.00154114,233 West 13 Street Manhattan,2016-12
296,Queens,A2,4050459,2016-12-22,70000,40.7299118,-73.86058807,97-11 Queens Boulevard Queens,2016-12
297,Manhattan,A2,1011122,2016-12-22,100520,40.73862839,-74.0014801,231 West 13 Street Manhattan,2016-12
298,Manhattan,A2,1011124,2016-12-22,113680,40.73868942,-74.0016098,235 West 13 Street Manhattan,2016-12
299,Manhattan,A2,1011645,2016-12-22,230340,40.73844147,-74.00588226,59 Jane Street Manhattan,2016-12
300,Manhattan,A2,1048254,2016-12-22,351000,40.78218079,-73.95343781,1361 Lexington Avenue Manhattan,2016-12
301,Queens,A1,4223836,2016-12-22,400000,40.72243118,-73.77493286,190-29 Mc Laughlin Avenue Queens,2016-12
302,Staten Island,A2,5107590,2016-12-22,1504400,40.5647316,-74.11401367,2750 Hylan Boulevard Staten Island,2016-12
303,Manhattan,A3,1080039,2016-12-23,7000,40.87083054,-73.91874695,31 Park Terrace West Manhattan,2016-12
304,Brooklyn,A2,3058526,2016-12-23,210000,40.68978119,-73.97142029,205 De Kalb Avenue Brooklyn,2016-12
305,Brooklyn,A2,3098937,2016-12-25,30000,40.66413116,-73.87052917,616 Fountain Avenue Brooklyn,2016-12
306,Manhattan,A2,1051601,2016-12-27,40000,40.79587173,-73.94827271,1632 Madison Avenue Manhattan,2016-12
307,Manhattan,A2,1035430,2016-12-27,74250,40.75733948,-73.97766876,597 5 Avenue Manhattan,2016-12
308,Manhattan,A2,1027156,2016-12-27,446100,40.76890945,-73.99308777,601 West 54 Street Manhattan,2016-12
309,Brooklyn,A2,3337948,2016-12-28,46000,40.67673874,-73.90219116,27 Williams Place Brooklyn,2016-12
310,Brooklyn,A2,3000680,2016-12-28,140000,40.68740082,-73.9853363,383 Atlantic Avenue Brooklyn,2016-12
311,Brooklyn,A1,3149353,2016-12-28,155925,40.62781143,-74.0225296,519 77 Street Brooklyn,2016-12
312,Manhattan,A2,1031136,2016-12-28,497670,40.78303909,-73.9733963,35 West 81 Street Manhattan,2016-12
313,Manhattan,A2,1065028,2016-12-28,577200,40.87017059,-73.91648102,48 Park Terrace East Manhattan,2016-12
314,Manhattan,A2,1051439,2016-12-29,6800,40.78776932,-73.95472717,9 East 96 Street Manhattan,2016-12
315,Manhattan,A3,1061979,2016-12-29,11000,40.82707977,-73.9473877,511 West 147 Street Manhattan,2016-12
316,Manhattan,A2,1080962,2016-12-29,216900,40.76300049,-73.99497223,529 West   46 Street Manhattan,2016-12
317,Manhattan,A2,1033288,2016-12-29,220100,40.79016876,-73.97651672,580 West End Avenue Manhattan,2016-12
318,Manhattan,A3,1003935,2016-12-30,35000,40.71804047,-73.99416351,249 Grand Street Manhattan,2016-12
319,Manhattan,A2,1031140,2016-12-30,1500000,40.78261948,-73.97241211,11 West 81 Street Manhattan,2016-12
320,Manhattan,A2,1027059,2017-01-04,60000,40.76808167,-73.99107361,518 West 55 Street Manhattan,2017-1
321,Manhattan,A2,1018162,2017-01-04,84000,40.74272156,-73.98397827,387 Park Avenue South Manhattan,2017-1
322,Manhattan,A2,1053943,2017-01-04,150000,40.81866074,-73.93678284,650 Lenox Avenue Manhattan,2017-1
323,Queens,A2,4170900,2017-01-04,200000,40.7689209,-73.73327637,251-81 Gaskell Road Queens,2017-1
324,Queens,A2,4447336,2017-01-04,240000,40.77666855,-73.77590179,213-10 28 Avenue Queens,2017-1
325,Bronx,A3,2006286,2017-01-05,7000,40.82606125,-73.88757324,1090 Longfellow Avenue Bronx,2017-1
326,Staten Island,A2,5125317,2017-01-05,20000,40.60345078,-74.0851593,18 Grasmere Avenue Staten Island,2017-1
327,Bronx,A2,2028965,2017-01-05,57900,40.83543015,-73.85578156,1461 Unionport Road Bronx,2017-1
328,Manhattan,A2,1063341,2017-01-05,123280,40.83831024,-73.94468689,659 West 162 Street Manhattan,2017-1
329,Manhattan,A2,1084787,2017-01-05,771464,40.77051926,-73.98264313,62 West   62 Street Manhattan,2017-1
330,Queens,A2,4483929,2017-01-06,1000,40.75178909,-73.81646729,46-14GAR Bowne Street Queens,2017-1
331,Queens,A2,4312034,2017-01-06,2520,40.71883011,-73.83656311,112-16 75 Avenue Queens,2017-1
332,Queens,A2,4284327,2017-01-06,10000,40.6699791,-73.72894287,135-08 Hook Creek Boulevard Queens,2017-1
333,Manhattan,A1,1058648,2017-01-06,500000,40.8092804,-73.95041656,256 West  125 Street Manhattan,2017-1
334,Brooklyn,A2,3025833,2017-01-06,642332,40.66553116,-73.97646332,123 Prospect Park West Brooklyn,2017-1
335,Manhattan,A3,1079845,2017-01-08,9000,40.82870102,-73.94181824,41 St Nicholas Place Manhattan,2017-1
336,Manhattan,A2,1087494,2017-01-09,18754,40.72470093,-74.00818634,255 Hudson Street Manhattan,2017-1
337,Queens,A2,4168861,2017-01-09,40000,40.76586151,-73.74450684,44-27 Douglaston Parkway Queens,2017-1
338,Manhattan,A1,1048100,2017-01-09,47896480,40.78155136,-73.95506287,108 East 89 Street Manhattan,2017-1
339,Manhattan,A2,1041515,2017-01-10,96000,40.77304077,-73.96492004,20 East 74 Street Manhattan,2017-1
340,Staten Island,A1,5017243,2017-01-10,125000,40.60704041,-74.11551666,153 Fine Boulevard Staten Island,2017-1
341,Queens,A1,4123158,2017-01-10,155200,40.75465012,-73.80635834,45-67 160 Street Queens,2017-1
342,Manhattan,A2,1054165,2017-01-10,179750,40.80791092,-73.94072723,2069 5 Avenue Manhattan,2017-1
343,Queens,A2,4550090,2017-01-10,264000,40.71234131,-73.89730835,62-56 REAR Metropolitan Avenue Queens,2017-1
344,Manhattan,A2,1033922,2017-01-10,735900,40.78900146,-73.97886658,310 West 86 Street Manhattan,2017-1
345,Manhattan,A2,1051737,2017-01-10,5003619,40.78646088,-73.94927979,151 East 97 Street Manhattan,2017-1
346,Manhattan,A2,1063276,2017-01-11,12000,40.83456039,-73.94848633,763 Riverside Drive Manhattan,2017-1
347,Manhattan,A2,1041174,2017-01-11,40000,40.76773071,-73.96707153,63 East 66 Street Manhattan,2017-1
348,Brooklyn,A1,3238480,2017-01-11,460000,40.61445999,-73.91184998,2172 East   63 Street Brooklyn,2017-1
349,Manhattan,A2,1014460,2017-01-12,659969,40.75344849,-73.9892807,508 7 Avenue Manhattan,2017-1
350,Manhattan,A2,1041804,2017-01-12,1974126,40.77466965,-73.96289063,48 East 77 Street Manhattan,2017-1
351,Manhattan,A2,1067116,2017-01-12,3517100,40.72988129,-74.00731659,421 Hudson Street Manhattan,2017-1
352,Bronx,A2,2016982,2017-01-13,73270,40.87110901,-73.88291931,3015 Perry Avenue Bronx,2017-1
353,Manhattan,A2,1002648,2017-01-13,219400,40.71776962,-73.99887848,113 Baxter Street Manhattan,2017-1
354,Bronx,A2,2009899,2017-01-13,220584,40.8449707,-73.89190674,1919 Crotona Avenue Bronx,2017-1
355,Brooklyn,A1,3052779,2017-01-13,430000,40.68255997,-73.94529724,199 Halsey Street Brooklyn,2017-1
356,Manhattan,A2,1059446,2017-01-13,1440000,40.81567001,-73.94754791,2491 8 Avenue Manhattan,2017-1
357,Queens,A2,4098382,2017-01-14,26000,40.78340149,-73.84384918,124-01 18 Avenue Queens,2017-1
358,Manhattan,A2,1015396,2017-01-17,20000,40.73812103,-73.99326324,12 West 17 Street Manhattan,2017-1
359,Manhattan,A2,1051482,2017-01-17,103000,40.78924942,-73.95433044,1170 5 Avenue Manhattan,2017-1
360,Manhattan,A2,1009251,2017-01-17,116800,40.73361969,-73.99488831,39 5 Avenue Manhattan,2017-1
361,Manhattan,A2,1056483,2017-01-17,500000,40.79695129,-73.96880341,820 Amsterdam Avenue Manhattan,2017-1
362,Manhattan,A2,1078043,2017-01-17,500000,40.71743011,-73.97781372,72 Columbia Street Manhattan,2017-1
363,Manhattan,A2,1083936,2017-01-17,500000,40.78752899,-73.94006348,2000 First Avenue Manhattan,2017-1
364,Manhattan,A2,1027366,2017-01-17,620000,40.77050018,-73.9833374,45 Columbus Avenue Manhattan,2017-1
365,Manhattan,A2,1043921,2017-01-17,35695130,40.76840973,-73.9605484,205 East   70 Street Manhattan,2017-1
366,Manhattan,A2,1053289,2017-01-18,10000,40.80419922,-73.94760895,192 Lenox Avenue Manhattan,2017-1
367,Manhattan,A2,1017031,2017-01-18,17670,40.74726868,-73.98444366,12 East 33 Street Manhattan,2017-1
368,Manhattan,A2,1061593,2017-01-18,22400,40.82812119,-73.94213867,820 St Nicholas Avenue Manhattan,2017-1
369,Manhattan,A2,1017032,2017-01-18,40740,40.74729919,-73.98451996,10 East 33 Street Manhattan,2017-1
370,Manhattan,A2,1016095,2017-01-18,78617,40.73757935,-73.99202728,91 5 Avenue Manhattan,2017-1
371,Manhattan,A2,1046740,2017-01-18,92700,40.77896881,-73.9617691,1010 5 Avenue Manhattan,2017-1
372,Queens,A2,4112765,2017-01-18,509320,40.76811981,-73.82093048,33-17 146 Street Queens,2017-1
373,Queens,A2,4003105,2017-01-18,1600000,40.75164032,-73.93105316,32-10 Northern Boulevard Queens,2017-1
374,Bronx,A3,2002783,2017-01-19,60000,40.82254028,-73.92433167,740 Grand Concourse Bronx,2017-1
375,Bronx,A2,2002782,2017-01-19,120000,40.82225037,-73.92449951,730 Grand Concourse Bronx,2017-1
376,Queens,A2,4431405,2017-01-19,211890,40.75556183,-73.87637329,33-01 91 Street Queens,2017-1
377,Queens,A2,4431406,2017-01-19,211890,40.75556183,-73.87637329,33-27 91 Street Queens,2017-1
378,Queens,A2,4431407,2017-01-19,211890,40.75556183,-73.87637329,33-49 91 Street Queens,2017-1
379,Queens,A2,4431408,2017-01-19,211890,40.75556183,-73.87637329,33-06 92 Street Queens,2017-1
380,Queens,A2,4431409,2017-01-19,211890,40.75556183,-73.87637329,33-26 92 Street Queens,2017-1
381,Queens,A2,4431410,2017-01-19,211890,40.75556183,-73.87637329,33-46 92 Street Queens,2017-1
382,Manhattan,A2,1043874,2017-01-20,24709,40.76596832,-73.96212006,216 East 67 Street Manhattan,2017-1
383,Manhattan,A2,1049261,2017-01-20,271830,40.77333069,-73.95424652,301 East 79 Street Manhattan,2017-1
384,Bronx,A2,2000968,2017-01-20,8865422,40.81809998,-73.92372131,225 East  149 Street Bronx,2017-1
385,Manhattan,A2,1046259,2017-01-23,169280,40.76580811,-73.95198059,530 East 72 Street Manhattan,2017-1
386,Manhattan,A2,1014418,2017-01-24,100000,40.75244141,-73.99256134,260 West 35 Street Manhattan,2017-1
387,Queens,A1,4258295,2017-01-24,253260,40.6908493,-73.79930878,147-24 109 Avenue Queens,2017-1
388,Brooklyn,A1,3017280,2017-01-24,1300000,40.65845108,-73.98665619,413 20 Street Brooklyn,2017-1
389,Manhattan,A2,1053503,2017-01-24,1460000,40.80710983,-73.94316864,17 West 125 Street Manhattan,2017-1
390,Manhattan,A2,1032593,2017-01-25,13500,40.79312897,-73.96967316,151 West   95 Street Manhattan,2017-1
391,Manhattan,A2,1032594,2017-01-25,13500,40.79309845,-73.96961212,149 West   95 Street Manhattan,2017-1
392,Queens,A2,4049786,2017-01-25,30000,40.74312973,-73.85204315,108-62 53 Avenue Queens,2017-1
393,Queens,A1,4016574,2017-01-25,93240,40.77621841,-73.9068222,21-11 35 Street Queens,2017-1
394,Queens,A1,4141346,2017-01-25,142000,40.73894882,-73.8184967,150-42 61 Road Queens,2017-1
395,Brooklyn,A1,3147319,2017-01-25,209000,40.63338089,-74.02854919,235 73 Street Brooklyn,2017-1
396,Manhattan,A2,1037556,2017-01-25,590000,40.75144958,-73.9730072,209 East   43 Street Manhattan,2017-1
397,Manhattan,A2,1004150,2017-01-26,3000,40.72006989,-73.98345184,146 Attorney Street Manhattan,2017-1
398,Manhattan,A2,1027061,2017-01-26,60000,40.76873016,-73.9907074,513 West 55 Street Manhattan,2017-1
399,Queens,A1,4250079,2017-01-26,93750,40.68482971,-73.80898285,109-59 134 Street Queens,2017-1
400,Manhattan,A2,1077923,2017-01-27,4000,40.73323822,-73.9981308,37 West 8 Street Manhattan,2017-1
401,Brooklyn,A2,3179260,2017-01-27,75000,40.62931061,-73.96340942,820 East 14 Street Brooklyn,2017-1
402,Queens,A1,4275185,2017-01-27,104000,40.68988037,-73.73206329,118-30 231 Street Queens,2017-1
403,Manhattan,A2,1016876,2017-01-27,142100,40.74343872,-73.98722839,11 East   26 Street Manhattan,2017-1
404,Manhattan,A2,1065006,2017-01-27,1619118,40.87108994,-73.91644287,75 Park Terrace East Manhattan,2017-1
405,Manhattan,A2,1020598,2017-01-30,68310,40.73802948,-73.97976685,310 East 24 Street Manhattan,2017-1
406,Manhattan,A2,1013735,2017-01-30,192100,40.73921967,-73.99960327,200 West 15 Street Manhattan,2017-1
407,Bronx,A2,2046201,2017-01-30,374175,40.84556961,-73.82652283,3117 Middletown Road Bronx,2017-1
408,Bronx,A2,2097299,2017-01-31,27950,40.88428116,-73.89932251,193 West  237 Street Bronx,2017-1
409,Manhattan,A2,1045271,2017-01-31,61540,40.76044083,-73.96064758,401 East 60 Street Manhattan,2017-1
410,Queens,A2,4314648,2017-01-31,112500,40.72087097,-73.84618378,70-19 Austin Street Queens,2017-1
411,Manhattan,A2,1033227,2017-01-31,122345,40.78955841,-73.97601318,2389 Broadway Manhattan,2017-1
412,Manhattan,A2,1041378,2017-01-31,141600,40.77206039,-73.96688843,905 5 Avenue Manhattan,2017-1
413,Queens,A1,4127915,2017-01-31,297124,40.74552155,-73.78453064,53-47 193 Street Queens,2017-1
414,Brooklyn,A1,3327736,2017-01-31,403000,40.62845993,-73.99286652,1459 57 Street Brooklyn,2017-1
415,Brooklyn,A2,3028018,2017-01-31,3700000,40.67758179,-73.95736694,998 Dean Street Brooklyn,2017-1
416,Manhattan,A2,1077753,2017-02-01,47340,40.72624969,-74.00330353,188 6 Avenue Manhattan,2017-2
417,Manhattan,A2,1047074,2017-02-01,87300,40.78437042,-73.95472717,1160 Park Avenue Manhattan,2017-2
418,Queens,A1,4291950,2017-02-01,400000,40.65711975,-73.74160004,147-04 Huxley Street Queens,2017-2
419,Queens,A2,4037472,2017-02-02,30000,40.74436951,-73.88008118,42-29 Judge Street Queens,2017-2
420,Manhattan,A2,1032698,2017-02-02,50000,40.78596878,-73.97956848,448 West End Avenue Manhattan,2017-2
421,Brooklyn,A1,3337291,2017-02-02,2341581,40.64667892,-74.01851654,219 54 Street Brooklyn,2017-2
422,Manhattan,A2,1006516,2017-02-03,20000,40.73160172,-73.98391724,328 East 14 Street Manhattan,2017-2
423,Queens,A1,4178254,2017-02-03,100000,40.74501038,-73.70494843,80-37 266 Street Queens,2017-2
424,Brooklyn,A2,3007124,2017-02-03,273000,40.68125916,-73.99118042,287 Hoyt Street Brooklyn,2017-2
425,Queens,A1,4140853,2017-02-03,359658,40.74216843,-73.82022858,148-18 59 Avenue Queens,2017-2
426,Queens,A1,4256975,2017-02-03,541456,40.66791153,-73.82003021,149-18 121 Street Queens,2017-2
427,Staten Island,A2,5106870,2017-02-03,744000,40.6241188,-74.08318329,108 Gordon Street Staten Island,2017-2
428,Manhattan,A2,1086955,2017-02-06,30000,40.79589081,-73.9715271,241 West   97 Street Manhattan,2017-2
429,Manhattan,A2,1036231,2017-02-06,45320,40.75540924,-73.97231293,142 East 49 Street Manhattan,2017-2
430,Queens,A1,4141764,2017-02-06,56000,40.7376709,-73.82914734,64-39 137 Street Queens,2017-2
431,Manhattan,A2,1023757,2017-02-06,300000,40.76583099,-73.97737885,118 Central Park South Manhattan,2017-2
432,Manhattan,A2,1028637,2017-02-07,5000,40.77677155,-73.97615051,1 West 72 Street Manhattan,2017-2
433,Manhattan,A2,1063463,2017-02-07,119112,40.84399033,-73.93856812,611 West  172 Street Manhattan,2017-2
434,Queens,A2,4444179,2017-02-07,300000,40.75685883,-73.76407623,47-15 216 Street Queens,2017-2
435,Queens,A2,4444178,2017-02-07,500000,40.75685883,-73.76407623,216-11 48 Avenue Queens,2017-2
436,Brooklyn,A2,3003016,2017-02-08,7000,40.689991,-73.99746704,340 Henry Street Brooklyn,2017-2
437,Bronx,A2,2083275,2017-02-08,33844,40.8797493,-73.91634369,609 Kappock Street Bronx,2017-2
438,Manhattan,A2,1048908,2017-02-08,60000,40.78092957,-73.95163727,204 East 90 Street Manhattan,2017-2
439,Manhattan,A2,1083915,2017-02-08,60000,40.78092957,-73.95163727,206 East   90 Street Manhattan,2017-2
440,Manhattan,A2,1083916,2017-02-08,90000,40.78092957,-73.95163727,208 East 90 St Manhattan,2017-2
441,Manhattan,A2,1027031,2017-02-08,95000,40.7646904,-73.99317169,517 West 49 Street Manhattan,2017-2
442,Brooklyn,A2,3049737,2017-02-08,180000,40.69002914,-73.95181274,569 Lafayette Avenue Brooklyn,2017-2
443,Brooklyn,A1,3177396,2017-02-08,633236,40.60554123,-73.96898651,1841 East    4 Street Brooklyn,2017-2
444,Manhattan,A2,1043142,2017-02-09,41500,40.77267075,-73.96089935,121 East   75 Street Manhattan,2017-2
445,Brooklyn,A2,3187138,2017-02-09,44800,40.59008026,-73.98982239,214 Bay   44 Street Brooklyn,2017-2
446,Brooklyn,A2,3342992,2017-02-09,44800,40.59008026,-73.98982239,218 Bay   44 Street Brooklyn,2017-2
447,Brooklyn,A2,3342993,2017-02-09,44800,40.59008026,-73.98982239,220 Bay   44 Street Brooklyn,2017-2
448,Brooklyn,A2,3342994,2017-02-09,44800,40.59008026,-73.98982239,224 Bay   44 Street Brooklyn,2017-2
449,Brooklyn,A2,3342995,2017-02-09,44800,40.59008026,-73.98982239,222 Bay   44 Street Brooklyn,2017-2
450,Manhattan,A2,1086548,2017-02-09,102550,40.71815109,-73.99868011,123 Baxter Street Manhattan,2017-2
451,Brooklyn,A2,3068981,2017-02-09,363000,40.71318054,-73.94843292,74 Devoe Street Brooklyn,2017-2
452,Manhattan,A2,1044390,2017-02-09,4826250,40.76259995,-73.96031952,343 East 63 Street Manhattan,2017-2
453,Manhattan,A2,1046310,2017-02-10,30000,40.76902008,-73.95175934,1418 York Avenue Manhattan,2017-2
454,Manhattan,A2,1006105,2017-02-10,43000,40.72391891,-73.98937225,54 East 1 Street Manhattan,2017-2
455,Manhattan,A2,1018215,2017-02-10,73488,40.74264145,-73.98188019,137 East 28 Street Manhattan,2017-2
456,Brooklyn,A2,3193599,2017-02-10,157500,40.59334946,-73.97338104,2415 Mc Donald Avenue Brooklyn,2017-2
457,Queens,A2,4274024,2017-02-10,172000,40.68133163,-73.75385284,187-19 Ridgedale Avenue Queens,2017-2
458,Queens,A2,4037122,2017-02-13,61555,40.74720001,-73.8825531,40-05 Hampton Street Queens,2017-2
459,Queens,A2,4036854,2017-02-13,202474,40.74629974,-73.88511658,80-11 41 Avenue Queens,2017-2
460,Queens,A2,4036837,2017-02-13,294420,40.74626923,-73.88604736,79-11 41 Avenue Queens,2017-2
461,Manhattan,A2,1015239,2017-02-13,513340,40.75191116,-73.98832703,135 West 36 Street Manhattan,2017-2
462,Manhattan,A2,1076229,2017-02-13,544521,40.76988983,-73.98509979,8 Columbus Avenue Manhattan,2017-2
463,Brooklyn,A2,3055376,2017-02-13,612609,40.68978882,-73.9628067,372 Dekalb Avenue Brooklyn,2017-2
464,Manhattan,A2,1076168,2017-02-13,842150,40.74568939,-73.97122955,415 East 37 Street Manhattan,2017-2
465,Queens,A2,4072143,2017-02-14,83050,40.72837067,-73.85881805,97-50 Queens Boulevard Queens,2017-2
466,Manhattan,A2,1038671,2017-02-14,85250,40.75054932,-73.97048187,308 East 44 Street Manhattan,2017-2
467,Brooklyn,A2,3107786,2017-02-14,100000,40.65454102,-73.94936371,297 Lenox Road Brooklyn,2017-2
468,Manhattan,A2,1018131,2017-02-14,231552,40.74171829,-73.98352051,80 Lexington Avenue Manhattan,2017-2
469,Queens,A2,4034811,2017-02-14,288000,40.75632858,-73.88063049,87-01 Northern Boulevard Queens,2017-2
470,Brooklyn,A3,3053844,2017-02-16,5000,40.67964172,-73.94023895,1516 Fulton Street Brooklyn,2017-2
471,Queens,A2,4077473,2017-02-16,157500,40.72016907,-73.84546661,106-11 71 Avenue Queens,2017-2
472,Brooklyn,A1,3015427,2017-02-16,526000,40.64099884,-74.01363373,521 57 Street Brooklyn,2017-2
473,Brooklyn,A1,3243070,2017-02-16,826210,40.60659027,-73.90367889,284 Arkansas Drive Brooklyn,2017-2
474,Manhattan,A2,1058228,2017-02-17,10350,40.81349945,-73.94181824,477 Lenox Avenue Manhattan,2017-2
475,Brooklyn,A2,3395184,2017-02-17,12500,40.71199036,-73.96385193,100 South    4 Street Brooklyn,2017-2
476,Brooklyn,A2,3393895,2017-02-17,15000,40.71881104,-73.95069122,32 Bayard Street Brooklyn,2017-2
477,Manhattan,A2,1041517,2017-02-17,19000,40.77315903,-73.96520996,16 East 74 Street Manhattan,2017-2
478,Brooklyn,A2,3243738,2017-02-17,44370,40.60860062,-73.90933228,2558 East 65 Street Brooklyn,2017-2
479,Manhattan,A2,1035250,2017-02-17,70000,40.76504898,-73.97625732,55 West 58 Street Manhattan,2017-2
