,Borough Name,Job Type,BIN Number,Date,Estimated Job Cost,Latitude Point,Longitude Point,Address,Date2
480,Manhattan,A2,1047539,2017-02-17,75560,40.77666855,-73.95928192,933 Park Avenue Manhattan,2017-2
481,Manhattan,A2,1028631,2017-02-17,76950,40.77754974,-73.97839355,53 West 72 Street Manhattan,2017-2
482,Manhattan,A2,1028646,2017-02-17,107450,40.77780914,-73.97820282,48 West   73 Street Manhattan,2017-2
483,Queens,A2,4021463,2017-02-17,210000,40.77032089,-73.89231873,77-02 21 Avenue Queens,2017-2
484,Queens,A2,4531753,2017-02-17,330000,40.72106171,-73.83982849,110-40 72 Avenue Queens,2017-2
485,Manhattan,A2,1017182,2017-02-17,420000,40.74872971,-73.98074341,40 Park Avenue Manhattan,2017-2
486,Queens,A2,4052579,2017-02-17,660000,40.72106171,-73.83982849,110-16 72 Avenue Queens,2017-2
487,Brooklyn,A1,3069580,2017-02-17,2322160,40.71109009,-73.94525146,228 Manhattan Avenue Brooklyn,2017-2
488,Manhattan,A2,1062895,2017-02-21,80000,40.83789063,-73.93875885,500 West 165 Street Manhattan,2017-2
489,Manhattan,A2,1030507,2017-02-21,107800,40.7797699,-73.98362732,253 West 72 Street Manhattan,2017-2
490,Queens,A1,4150361,2017-02-21,400000,40.72859955,-73.80290985,72-03 166 Street Queens,2017-2
491,Queens,A1,4271595,2017-02-21,600000,40.69287109,-73.75707245,194-14 Linden Boulevard Queens,2017-2
492,Bronx,A2,2091297,2017-02-22,17145,40.80867004,-73.91248322,370 Cypress Avenue Bronx,2017-2
493,Manhattan,A2,1034022,2017-02-22,75000,40.79084015,-73.9770813,302 West 89 Street Manhattan,2017-2
494,Manhattan,A2,1041456,2017-02-22,100000,40.77193069,-73.96504974,29 East   72 Street Manhattan,2017-2
495,Manhattan,A2,1015198,2017-02-22,160000,40.74996948,-73.98967743,127 West 33 Street Manhattan,2017-2
496,Brooklyn,A2,3030760,2017-02-22,350000,40.67549133,-73.94304657,1272 Bergen Street Brooklyn,2017-2
497,Brooklyn,A1,3126388,2017-02-22,672138,40.63277054,-73.98036194,1681 44 Street Brooklyn,2017-2
498,Queens,A1,4290362,2017-02-23,122995,40.6556015,-73.73361969,255-18 147 Drive Queens,2017-2
499,Manhattan,A2,1003735,2017-02-23,347300,40.71408844,-73.98699188,221 East Broadway Manhattan,2017-2
500,Brooklyn,A2,3052829,2017-02-23,1018050,40.68328094,-73.94152832,362 Hancock Street Brooklyn,2017-2
501,Manhattan,A2,1036056,2017-02-24,1000,40.76274872,-73.97273254,15 East 57 Street Manhattan,2017-2
502,Brooklyn,A3,3020911,2017-02-24,6000,40.67345047,-73.98406219,335 3 Street Brooklyn,2017-2
503,Staten Island,A2,5120672,2017-02-24,9000,40.57960892,-74.15619659,1746A Forest Hill Road Staten Island,2017-2
504,Brooklyn,A2,3064889,2017-02-24,100000,40.7290802,-73.95613098,108 Milton Street Brooklyn,2017-2
505,Queens,A1,4162323,2017-02-24,228000,40.74422836,-73.76127625,64-52 215 Street Queens,2017-2
506,Queens,A1,4069339,2017-02-24,271050,40.72185135,-73.87256622,63-30 83 Street Queens,2017-2
507,Brooklyn,A1,3013609,2017-02-24,452000,40.64366913,-74.00993347,546 51 Street Brooklyn,2017-2
508,Bronx,A1,2011752,2017-02-27,50000,40.85762024,-73.89073181,4660 3 Avenue Bronx,2017-2
509,Queens,A1,4079968,2017-02-27,344740,40.71437836,-73.83409882,111-22 77 Road Queens,2017-2
510,Brooklyn,A2,3042634,2017-02-27,535720,40.67649078,-73.91021729,34 Pleasant Place Brooklyn,2017-2
511,Manhattan,A2,1025002,2017-02-28,5000,40.76031876,-73.99085236,642 9 Avenue Manhattan,2017-2
512,Manhattan,A2,1023398,2017-02-28,12000,40.76377869,-73.97856903,108 West   56 Street Manhattan,2017-2
513,Manhattan,A2,1014781,2017-02-28,78680,40.74287033,-73.99539185,150 West 22 Street Manhattan,2017-2
514,Manhattan,A2,1009632,2017-02-28,146835,40.73569107,-73.99640656,49 West 12 Street Manhattan,2017-2
515,Manhattan,A2,1009208,2017-02-28,199587,40.73321915,-73.99066925,826 Broadway Manhattan,2017-2
516,Queens,A1,4265403,2017-02-28,549706,40.67734909,-73.78777313,153-19 122 Avenue Queens,2017-2
517,Brooklyn,A2,3072052,2017-02-28,733520,40.70101166,-73.92980957,81 Central Avenue Brooklyn,2017-2
518,Manhattan,A2,1036461,2017-02-28,9800000,40.7571907,-73.97128296,575 Lexington Avenue Manhattan,2017-2
519,Manhattan,A2,1055718,2017-03-01,4750,40.80025864,-73.96067047,193 Manhattan Avenue Manhattan,2017-3
520,Brooklyn,A2,3074677,2017-03-01,5000,40.69247055,-73.92613983,589 Van Buren Street Brooklyn,2017-3
521,Manhattan,A2,1006480,2017-03-01,17500,40.7312088,-73.98497772,204 2 Avenue Manhattan,2017-3
522,Manhattan,A2,1083622,2017-03-01,39000,40.75251007,-73.99082947,224 West   36 Street Manhattan,2017-3
523,Brooklyn,A2,3077939,2017-03-01,60000,40.69216919,-73.9120636,1278 Jefferson Avenue Brooklyn,2017-3
524,Bronx,A2,2005866,2017-03-02,350000,40.81885147,-73.89267731,935 Bruckner Boulevard Bronx,2017-3
525,Brooklyn,A1,3059446,2017-03-02,960000,40.68669891,-73.97088623,366 Adelphi Street Brooklyn,2017-3
526,Manhattan,A2,1016944,2017-03-02,990000,40.7453804,-73.98570251,10 East 30 Street Manhattan,2017-3
527,Manhattan,A2,1046258,2017-03-02,2800000,40.76556015,-73.95218658,535 East 71 Street Manhattan,2017-3
528,Brooklyn,A2,3325937,2017-03-03,10000,40.68650055,-73.9822464,454 State Street Brooklyn,2017-3
529,Queens,A3,4000740,2017-03-03,76800,40.74308014,-73.94129944,47-37 Austell Place Queens,2017-3
530,Queens,A2,4060503,2017-03-03,350000,40.72452927,-73.90345001,61-21 56 Road Queens,2017-3
531,Manhattan,A2,1083119,2017-03-03,466194,40.74266815,-73.97570801,300 East   33 Street Manhattan,2017-3
532,Brooklyn,A1,3047807,2017-03-03,528800,40.68085098,-73.93005371,174 Bainbridge Street Brooklyn,2017-3
533,Queens,A2,4442336,2017-03-03,550000,40.58005142,-73.83083344,109-30 Ocean Promenade Queens,2017-3
534,Manhattan,A2,1083120,2017-03-03,619588,40.74266815,-73.97570801,319 East   30 Street Manhattan,2017-3
535,Brooklyn,A1,3188594,2017-03-06,100,40.57735062,-74.00357819,3704 Lyme Avenue Brooklyn,2017-3
536,Queens,A2,4231785,2017-03-06,20000,40.70991898,-73.76573944,193-06 99 Avenue Queens,2017-3
537,Brooklyn,A3,3054341,2017-03-06,25000,40.69446945,-73.96835327,110 Waverly Avenue Brooklyn,2017-3
538,Manhattan,A2,1005457,2017-03-06,101712,40.71910095,-73.99086761,61 Delancey Street Manhattan,2017-3
539,Queens,A2,4078033,2017-03-06,156360,40.7194519,-73.84233856,108-02 72 Avenue Queens,2017-3
540,Manhattan,A2,1081694,2017-03-06,200000,40.74245834,-73.9730835,524 1 Avenue Manhattan,2017-3
541,Manhattan,A2,1008018,2017-03-07,25000,40.72565842,-74.00026703,131 Prince Street Manhattan,2017-3
542,Brooklyn,A2,3329459,2017-03-07,59545,40.69371033,-73.99154663,188 Montague Street Brooklyn,2017-3
543,Brooklyn,A2,3002095,2017-03-07,73900,40.69347,-73.99141693,175 Remsen Street Brooklyn,2017-3
544,Staten Island,A1,5007757,2017-03-07,191870,40.62734985,-74.10836029,94 Harvest Avenue Staten Island,2017-3
545,Manhattan,A2,1028146,2017-03-07,268988,40.77183151,-73.97992706,8 West 65 Street Manhattan,2017-3
546,Brooklyn,A2,3254265,2017-03-07,868000,40.58753967,-73.95066833,1814 Jerome Avenue Brooklyn,2017-3
547,Manhattan,A2,1042760,2017-03-07,1273500,40.7700882,-73.96412659,733 Park Avenue Manhattan,2017-3
548,Manhattan,A2,1051251,2017-03-08,25000,40.77545929,-73.94674683,504 East 86 Street Manhattan,2017-3
549,Manhattan,A2,1080155,2017-03-08,30000,40.73659134,-73.99617004,51 West   13 Street Manhattan,2017-3
550,Manhattan,A2,1080153,2017-03-08,45000,40.73659134,-73.99617004,47 West 13 Street Manhattan,2017-3
551,Manhattan,A2,1026892,2017-03-08,120985,40.76877975,-73.98626709,422 West 58 Street Manhattan,2017-3
552,Brooklyn,A2,3000141,2017-03-08,156000,40.70191956,-73.98441315,79 Bridge Street Brooklyn,2017-3
553,Manhattan,A2,1015828,2017-03-08,188000,40.74752045,-73.98693848,22 West 32 Street Manhattan,2017-3
554,Queens,A2,4212308,2017-03-08,210000,40.71203995,-73.78395844,88-15 179 Street Queens,2017-3
555,Manhattan,A2,1006541,2017-03-08,276000,40.72470093,-73.99088287,29 2 Avenue Manhattan,2017-3
556,Manhattan,A2,1046827,2017-03-09,24750,40.78092957,-73.96047974,1039 5 Avenue Manhattan,2017-3
557,Manhattan,A2,1013554,2017-03-09,90400,40.75283051,-73.99607086,356 West 34 Street Manhattan,2017-3
558,Queens,A1,4163865,2017-03-09,182000,40.74417114,-73.74790192,69-31 Cloverdale Boulevard Queens,2017-3
559,Manhattan,A2,1040471,2017-03-09,260950,40.7574501,-73.96170044,436 East 57 Street Manhattan,2017-3
560,Brooklyn,A1,3259438,2017-03-09,304480,40.72600937,-73.94426727,152 Russell Street Brooklyn,2017-3
561,Brooklyn,A3,3035499,2017-03-10,38000,40.66262054,-73.94246674,556 Lefferts Avenue Brooklyn,2017-3
562,Queens,A2,4075223,2017-03-10,546460,40.72513962,-73.85122681,102-30 Queens Boulevard Queens,2017-3
563,Manhattan,A2,1000794,2017-03-10,1218115,40.70787048,-74.01409149,13 Rector Street Manhattan,2017-3
564,Bronx,A1,2001065,2017-03-11,24000000,40.82030106,-73.92739868,192 East 151 Street Bronx,2017-3
565,Manhattan,A2,1076016,2017-03-13,47800,40.72544861,-73.99928284,121 Greene Street Manhattan,2017-3
566,Brooklyn,A2,3029652,2017-03-13,75000,40.6717186,-73.960289,241 Eastern Parkway Brooklyn,2017-3
567,Manhattan,A2,1029778,2017-03-13,175775,40.77745819,-73.98158264,154 West   71 Street Manhattan,2017-3
568,Manhattan,A2,1087720,2017-03-13,350000,40.77505112,-73.98993683,80 Riverside Boulevard Manhattan,2017-3
569,Bronx,A2,2028121,2017-03-13,435000,40.83498001,-73.87030029,1403 Rosedale Avenue Bronx,2017-3
570,Manhattan,A2,1044754,2017-03-13,2180000,40.76596069,-73.95889282,329 East 68 Street Manhattan,2017-3
571,Manhattan,A2,1038567,2017-03-13,2819172,40.75775909,-73.9681778,214 East 54 Street Manhattan,2017-3
572,Manhattan,A2,1040868,2017-03-13,16500000,40.76585007,-73.97144318,2 East   62 Street Manhattan,2017-3
573,Manhattan,A2,1083551,2017-03-14,184420,40.73582077,-74.00882721,140 Bank Street Manhattan,2017-3
574,Manhattan,A2,1075520,2017-03-14,486960,40.85350037,-73.93287659,650 West  187 Street Manhattan,2017-3
575,Manhattan,A2,1087917,2017-03-15,12000,40.80912018,-73.95146942,2296 Frederick Douglas Boulevard Manhattan,2017-3
576,Brooklyn,A2,3039519,2017-03-15,45000,40.66925812,-73.91973114,1462 Eastern Parkway Brooklyn,2017-3
577,Queens,A2,4006947,2017-03-15,102000,40.7671814,-73.92453766,25-30 30 Road Queens,2017-3
578,Staten Island,A2,5112220,2017-03-15,800000,40.63153076,-74.08563995,55 Austin Pl Staten Island,2017-3
579,Manhattan,A2,1031471,2017-03-16,40000,40.78684998,-73.96958923,26 West 88 Street Manhattan,2017-3
580,Manhattan,A2,1031472,2017-03-16,40000,40.78688049,-73.96965027,28 West 88 Street Manhattan,2017-3
581,Manhattan,A2,1031473,2017-03-16,40000,40.78691101,-73.96972656,30 West 88 Street Manhattan,2017-3
582,Manhattan,A2,1064332,2017-03-16,80000,40.85208893,-73.94123077,1380 Riverside Drive Manhattan,2017-3
583,Queens,A2,4210164,2017-03-16,273220,40.71025085,-73.79110718,170-06 88 Avenue Queens,2017-3
584,Manhattan,A2,1062334,2017-03-16,740238,40.82498932,-73.95358276,644 Riverside Drive Manhattan,2017-3
585,Bronx,A2,2096730,2017-03-17,12500,40.8386116,-73.85652161,1555 Odell Street Bronx,2017-3
586,Bronx,A2,2096714,2017-03-17,22100,40.8386116,-73.85652161,1558 Unionport Road Bronx,2017-3
587,Manhattan,A2,1035255,2017-03-17,25000,40.76483917,-73.97493744,24 Central Park South Manhattan,2017-3
588,Manhattan,A2,1033808,2017-03-17,44360,40.7870903,-73.9802475,318 West 83 Street Manhattan,2017-3
589,Queens,A2,4464076,2017-03-17,78000,40.73588943,-73.86273956,97-07 Horace Harding Expressway Queens,2017-3
590,Queens,A2,4047335,2017-03-17,85800,40.73527908,-73.8625412,97-05 Horace Harding Expressway Queens,2017-3
591,Manhattan,A2,1018263,2017-03-17,100500,40.74296951,-73.98056793,416 3 Avenue Manhattan,2017-3
592,Queens,A2,4047323,2017-03-17,109200,40.73772812,-73.8608017,98-40 57 Avenue Queens,2017-3
593,Queens,A2,4047324,2017-03-17,109200,40.7371788,-73.86055756,98-38 57 Avenue Queens,2017-3
594,Manhattan,A2,1087153,2017-03-17,110000,40.78453064,-73.97891235,223 West   80 Street Manhattan,2017-3
595,Queens,A2,4113859,2017-03-17,175000,40.76156998,-73.81891632,144-67 41 Avenue Queens,2017-3
596,Manhattan,A2,1057091,2017-03-17,194720,40.79777145,-73.97181702,815 West End Avenue Manhattan,2017-3
597,Queens,A1,4267800,2017-03-17,267735,40.68381882,-73.77870178,117-60 Marsden Street Queens,2017-3
598,Manhattan,A2,1049919,2017-03-20,24000,40.77574921,-73.9521637,311 East 83 Street Manhattan,2017-3
599,Queens,A2,4072147,2017-03-20,99790,40.72806931,-73.8601532,64-20 Saunders Street Queens,2017-3
600,Queens,A2,4072168,2017-03-20,201465,40.72735977,-73.85822296,65-44 Saunders Street Queens,2017-3
601,Queens,A2,4171282,2017-03-20,625200,40.7640686,-73.72910309,251-54 Thornhill Avenue Queens,2017-3
602,Manhattan,A2,1033720,2017-03-20,1077544,40.78496933,-73.98111725,409 West End Avenue Manhattan,2017-3
603,Manhattan,A2,1041254,2017-03-20,1974000,40.76919937,-73.96695709,813 Madison Avenue Manhattan,2017-3
604,Manhattan,A2,1010201,2017-03-21,40000,40.7334404,-74.0031662,108 7 Avenue South Manhattan,2017-3
605,Brooklyn,A2,3064876,2017-03-21,270840,40.72893906,-73.95719147,122 Franklin Street Brooklyn,2017-3
606,Manhattan,A2,1028505,2017-03-21,320840,40.77487946,-73.97820282,19 West 69 Street Manhattan,2017-3
607,Manhattan,A2,1036450,2017-03-21,380000,40.75725174,-73.97315216,101 East   50 Street Manhattan,2017-3
608,Manhattan,A1,1039829,2017-03-21,900000,40.75659943,-73.96620941,317 East   53 Street Manhattan,2017-3
609,Bronx,A2,2057709,2017-03-22,53800,40.87649918,-73.86222839,799 East Gun Hill Road Bronx,2017-3
610,Manhattan,A2,1030550,2017-03-22,56500,40.78060913,-73.98288727,242 West 74 Street Manhattan,2017-3
611,Manhattan,A2,1018162,2017-03-22,65950,40.74272156,-73.98397827,387 Park Avenue South Manhattan,2017-3
612,Bronx,A2,2096693,2017-03-22,125000,40.8386116,-73.85652161,6 Metropolitan Oval Bronx,2017-3
613,Brooklyn,A2,3388804,2017-03-22,198000,40.70254135,-73.93070221,83 George Street Brooklyn,2017-3
614,Queens,A1,4251480,2017-03-22,602434,40.67948151,-73.81511688,114-24 125 Street Queens,2017-3
615,Bronx,A2,2083483,2017-03-22,971963,40.88256836,-73.91712952,2734 Independence Avenue Bronx,2017-3
616,Manhattan,A2,1012716,2017-03-23,77900,40.74723053,-74.00379181,460 West 23 Street Manhattan,2017-3
617,Brooklyn,A2,3031423,2017-03-23,85000,40.6735611,-73.95436096,710 Park Place Brooklyn,2017-3
618,Manhattan,A2,1012715,2017-03-23,95500,40.74720001,-74.00372314,458 West 23 Street Manhattan,2017-3
619,Manhattan,A2,1047540,2017-03-23,100125,40.77653885,-73.95937347,929 Park Avenue Manhattan,2017-3
620,Brooklyn,A2,3061622,2017-03-23,220000,40.71957016,-73.95501709,170 North   11 Street Brooklyn,2017-3
621,Manhattan,A2,1080154,2017-03-24,24000,40.73659134,-73.99617004,48 West   14 Street Manhattan,2017-3
622,Manhattan,A2,1016225,2017-03-24,66000,40.7396698,-73.98995209,913 Broadway Manhattan,2017-3
623,Brooklyn,A2,3328800,2017-03-24,200000,40.63534927,-74.01595306,6401 6 Avenue Brooklyn,2017-3
624,Queens,A1,4154807,2017-03-24,200000,40.72777939,-73.78733826,75-71 181 Street Queens,2017-3
625,Queens,A1,4051069,2017-03-24,257375,40.7345314,-73.85388947,102-40 62 Drive Queens,2017-3
626,Bronx,A2,2083479,2017-03-24,500000,40.88199997,-73.92201233,2575 Palisade Avenue Bronx,2017-3
627,Manhattan,A2,1011690,2017-03-24,600000,40.73963165,-74.00489807,1 Gansevoort Street Manhattan,2017-3
628,Brooklyn,A1,3057422,2017-03-25,580340,40.68173981,-73.95485687,6 Spencer Place Brooklyn,2017-3
629,Queens,A2,4113408,2017-03-27,59470,40.76337814,-73.82328796,37-04 Parsons Boulevard Queens,2017-3
630,Queens,A2,4113390,2017-03-27,64090,40.76382065,-73.82517242,36-19 Bowne Street Queens,2017-3
631,Brooklyn,A2,3154075,2017-03-27,75000,40.62134171,-74.02931976,374 88 Street Brooklyn,2017-3
632,Manhattan,A2,1047052,2017-03-27,284260,40.78540039,-73.95719147,1109 5 Avenue Manhattan,2017-3
633,Manhattan,A2,1030534,2017-03-27,1600000,40.78020096,-73.98378754,270 West End Avenue Manhattan,2017-3
634,Manhattan,A2,1050869,2017-03-28,6000,40.77217865,-73.9493866,1514 York Avenue Manhattan,2017-3
635,Manhattan,A2,1001433,2017-03-28,40009,40.71493912,-74.01013947,71 Warren Street Manhattan,2017-3
636,Queens,A1,4050904,2017-03-28,267555,40.72993088,-73.8527832,99-71 65 Road Queens,2017-3
637,Manhattan,A2,1033621,2017-03-28,473000,40.79298019,-73.97437286,670 West End Avenue Manhattan,2017-3
638,Queens,A2,4208940,2017-03-28,1400000,40.70624924,-73.801651,88-19 Parsons Boulevard Queens,2017-3
639,Brooklyn,A2,3083104,2017-03-29,1000000,40.67753983,-73.89781952,14 Pennsylvania Avenue Brooklyn,2017-3
640,Manhattan,A2,1036787,2017-03-30,36640,40.75970078,-73.96891785,150 East 56 Street Manhattan,2017-3
641,Manhattan,A2,1008095,2017-03-30,45320,40.72750092,-74.00385284,26 King Street Manhattan,2017-3
642,Manhattan,A2,1008096,2017-03-30,45320,40.72748947,-74.00375366,24 King Street Manhattan,2017-3
643,Manhattan,A2,1008097,2017-03-30,45320,40.72748947,-74.00364685,22 King Street Manhattan,2017-3
644,Manhattan,A2,1008094,2017-03-30,64320,40.72750854,-74.00393677,28 King Street Manhattan,2017-3
645,Manhattan,A2,1019581,2017-03-30,90450,40.73553848,-73.98420715,211 East 18 Street Manhattan,2017-3
646,Queens,A2,4297973,2017-03-30,700540,40.60787964,-73.74803162,25-Dec Beach 12 Street Queens,2017-3
647,Manhattan,A2,1034227,2017-03-30,4035938,40.75516129,-73.98014069,530 5 Avenue Manhattan,2017-3
648,Queens,A2,4037472,2017-03-31,15000,40.74436951,-73.88008118,42-29 Judge Street Queens,2017-3
649,Queens,A1,4270556,2017-03-31,275592,40.67721939,-73.76358032,176-62 133 Avenue Queens,2017-3
650,Manhattan,A2,1043073,2017-03-31,884960,40.77244949,-73.96235657,799 Park Avenue Manhattan,2017-3
651,Manhattan,A2,1041288,2017-03-31,1000000,40.77016068,-73.96820831,875 5 Avenue Manhattan,2017-3
652,Brooklyn,A3,3020910,2017-04-02,6000,40.67340851,-73.98397827,339 3 Street Brooklyn,2017-4
653,Brooklyn,A2,3118989,2017-04-02,1040000,40.64397049,-73.95539856,2306 Cortelyou Road Brooklyn,2017-4
654,Staten Island,A3,5117849,2017-04-03,4348,40.58483124,-74.16181946,208 Richmond Hill Road Staten Island,2017-4
655,Manhattan,A2,1031181,2017-04-03,5570,40.78310013,-73.97141266,221 Central Park West Manhattan,2017-4
656,Manhattan,A2,1024919,2017-04-03,15000,40.76696014,-73.98001862,208 Central Park South Manhattan,2017-4
657,Manhattan,A2,1056518,2017-04-03,78084,40.7984581,-73.96956635,240 West  102 Street Manhattan,2017-4
658,Brooklyn,A2,3320627,2017-04-03,146980,40.57582855,-73.97451019,501 Surf Avenue Brooklyn,2017-4
659,Brooklyn,A2,3092463,2017-04-03,357360,40.6848793,-73.86904144,236 Nichols Avenue Brooklyn,2017-4
660,Brooklyn,A2,3102890,2017-04-03,500000,40.65153122,-73.92999268,5002 Church Avenue Brooklyn,2017-4
661,Manhattan,A2,1004742,2017-04-04,100,40.72565079,-73.9793396,624 East    9 Street Manhattan,2017-4
662,Brooklyn,A1,3200608,2017-04-04,268830,40.59566116,-73.95934296,2225 East   12 Street Brooklyn,2017-4
663,Manhattan,A2,1046759,2017-04-04,556699,40.77795029,-73.95935059,960 Park Avenue Manhattan,2017-4
664,Brooklyn,A1,3003205,2017-04-04,1579400,40.68893051,-73.99970245,81 Warren Street Brooklyn,2017-4
665,Bronx,A2,2048821,2017-04-05,3828,40.85276031,-73.86534119,2075 Wallace Avenue Bronx,2017-4
666,Manhattan,A2,1028857,2017-04-05,97950,40.77528,-73.98264313,1989 Broadway Manhattan,2017-4
667,Manhattan,A2,1001958,2017-04-05,307990,40.71746063,-74.00656128,53 Worth Street Manhattan,2017-4
668,Manhattan,A2,1009206,2017-04-05,524616,40.73403168,-73.99199677,48 East   13 Street Manhattan,2017-4
669,Brooklyn,A2,3077653,2017-04-05,604000,40.69395065,-73.91101837,1349 Jefferson Avenue Brooklyn,2017-4
670,Manhattan,A2,1059031,2017-04-05,1020600,40.8055191,-73.9567337,397 Manhattan Avenue Manhattan,2017-4
671,Queens,A3,4135610,2017-04-06,19000,40.76792145,-73.7806778,34-26 208 Street Queens,2017-4
672,Brooklyn,A3,3174833,2017-04-06,80000,40.60951996,-73.97171021,1649 East    2 Street Brooklyn,2017-4
673,Manhattan,A2,1076225,2017-04-06,297000,40.77043915,-73.98087311,25 Central Park West Manhattan,2017-4
674,Manhattan,A2,1010416,2017-04-06,800000,40.73213959,-74.00997162,150 Barrow Street Manhattan,2017-4
675,Manhattan,A2,1051129,2017-04-07,118500,40.77288055,-73.94888306,1532 York Avenue Manhattan,2017-4
676,Manhattan,A2,1087449,2017-04-07,176230,40.70338058,-74.01096344,62 Pearl Street Manhattan,2017-4
677,Manhattan,A2,1001957,2017-04-07,290707,40.71735001,-74.00631714,57 Worth Street Manhattan,2017-4
678,Queens,A1,4116744,2017-04-07,360000,40.7455101,-73.81931305,146-43 56 Road Queens,2017-4
679,Manhattan,A2,1076327,2017-04-07,600000,40.77841187,-73.95227051,237 East   86 Street Manhattan,2017-4
680,Brooklyn,A1,3036647,2017-04-07,924500,40.67126083,-73.92279816,1689 Sterling Place Brooklyn,2017-4
681,Brooklyn,A2,3246689,2017-04-09,74000,40.57944107,-73.93923187,156 Norfolk Street Brooklyn,2017-4
682,Manhattan,A2,1040466,2017-04-10,124500,40.75782013,-73.96289063,1024 1 Avenue Manhattan,2017-4
683,Manhattan,A2,1043137,2017-04-10,477000,40.77299881,-73.96195221,821 Park Avenue Manhattan,2017-4
684,Queens,A2,4071261,2017-04-10,900000,40.7140007,-73.88265228,66-30 Pleasantview Street Queens,2017-4
685,Manhattan,A2,1050756,2017-04-11,73500,40.77956009,-73.94487,1749 York Avenue Manhattan,2017-4
686,Queens,A2,4443843,2017-04-11,120000,40.76131058,-73.7736969,42-41 Corporal Kennedy Street Queens,2017-4
687,Manhattan,A2,1023461,2017-04-11,170700,40.76464081,-73.9786911,126 West   57 Street Manhattan,2017-4
688,Bronx,A2,2075809,2017-04-11,240000,40.84587097,-73.8224411,1555 Kennellworth Place Bronx,2017-4
689,Manhattan,A2,1043038,2017-04-11,246220,40.77114105,-73.9611969,153 East 73 Street Manhattan,2017-4
690,Manhattan,A2,1055063,2017-04-11,300000,40.8003006,-73.95667267,225 West 110 Street Manhattan,2017-4
691,Queens,A1,4106619,2017-04-11,734700,40.77674103,-73.81452179,24-11 150 Street Queens,2017-4
692,Manhattan,A2,1035401,2017-04-11,1958296,40.75569153,-73.9788208,553 5 Avenue Manhattan,2017-4
693,Manhattan,A2,1016208,2017-04-12,25000,40.73896027,-73.9887085,35 East 20 Street Manhattan,2017-4
694,Manhattan,A2,1020580,2017-04-12,46100,40.7371788,-73.97995758,318 East 23 Street Manhattan,2017-4
695,Manhattan,A2,1065036,2017-04-12,47500,40.87168121,-73.91782379,251 Seaman Avenue Manhattan,2017-4
696,Bronx,A2,2025916,2017-04-12,225200,40.8320694,-73.85971069,1964 Newbold Avenue Bronx,2017-4
697,Queens,A1,4262580,2017-04-12,258250,40.66864014,-73.79386139,145-20 133 Avenue Queens,2017-4
698,Queens,A2,4430394,2017-04-12,630000,40.71364975,-73.78118896,181-25 Hillside Avenue Queens,2017-4
699,Brooklyn,A2,3397530,2017-04-12,900000,40.70146942,-73.91221619,406 Grove Street Brooklyn,2017-4
700,Manhattan,A2,1014280,2017-04-12,1080000,40.748909,-73.99482727,249 West 29 Street Manhattan,2017-4
701,Brooklyn,A2,3004604,2017-04-13,28400,40.68371964,-74.00524902,17 Carroll Street Brooklyn,2017-4
702,Brooklyn,A2,3329980,2017-04-13,60000,40.71483994,-73.95787048,202 North    4 Street Brooklyn,2017-4
703,Queens,A2,4126421,2017-04-13,67680,40.74391174,-73.79296875,50-20 Utopia Parkway Queens,2017-4
704,Brooklyn,A2,3398479,2017-04-13,84000,40.68373871,-74.00536346,15 Carroll Street Brooklyn,2017-4
705,Manhattan,A2,1017899,2017-04-13,150000,40.73693848,-73.98681641,73 Irving Place Manhattan,2017-4
706,Brooklyn,A2,3325928,2017-04-13,279000,40.69775009,-73.98417664,175 Concord Street Brooklyn,2017-4
707,Bronx,A3,2002162,2017-04-14,10000,40.83311844,-73.91079712,1244 Teller Avenue Bronx,2017-4
708,Brooklyn,A2,3125591,2017-04-14,240000,40.64247894,-73.97078705,248 East    9 Street Brooklyn,2017-4
709,Manhattan,A2,1077399,2017-04-14,291200,40.71646881,-74.00887299,16 Hudson Street Manhattan,2017-4
710,Manhattan,A2,1035768,2017-04-14,1500000,40.76171112,-73.97438049,705 5 Avenue Manhattan,2017-4
711,Manhattan,A1,1001336,2017-04-17,5000,40.70737839,-74.00202179,225 Front Street Manhattan,2017-4
712,Manhattan,A2,1017125,2017-04-17,250000,40.7482605,-73.98149872,27 East 35 Street Manhattan,2017-4
713,Manhattan,A2,1064384,2017-04-17,646000,40.85105133,-73.93769836,729 West 181 Street Manhattan,2017-4
714,Manhattan,A2,1004072,2017-04-17,2000000,40.71532822,-73.98361969,464 Grand Street Manhattan,2017-4
715,Manhattan,A2,1066793,2017-04-18,8550,40.72925949,-74.00479126,80 Carmine Street Manhattan,2017-4
716,Manhattan,A2,1015931,2017-04-18,23500,40.75032043,-73.98446655,13 West 36 Street Manhattan,2017-4
717,Brooklyn,A2,3206621,2017-04-18,55250,40.62778854,-73.95622253,1397 Ocean Avenue Brooklyn,2017-4
718,Brooklyn,A2,3084422,2017-04-18,192075,40.66646957,-73.90245056,444 Blake Avenue Brooklyn,2017-4
719,Queens,A1,4230148,2017-04-18,235555,40.72621918,-73.73570251,221-60 92 Avenue Queens,2017-4
720,Manhattan,A2,1030348,2017-04-18,291045,40.77725983,-73.983078,210 Amsterdam Avenue Manhattan,2017-4
721,Manhattan,A2,1077346,2017-04-18,400000,40.72898102,-73.99629211,21 West    3 Street Manhattan,2017-4
722,Queens,A1,4239020,2017-04-18,598500,40.71395874,-73.74075317,217-17 102 Avenue Queens,2017-4
